CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Escriturador;CNPJ_Escriturador;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email;Data_Inicio_Atuacao;Data_Fim_Atuacao
08.294.224/0001-65;2020-01-01;1;93654;JHSF PARTICIPACOES S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, s/nº, Vila Yara, Osasco, SP;s/nº;Vila Yara;Osasco;SP;Brasil;06029900;;011;30031000;;011;30031000;4010.acecustodia@bradesco.com.br;2015-11-01;
08.312.229/0001-73;2020-01-01;1;93304;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Itau Unibanco S/A;60.701.190/0001-04;Endereço da Sede;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27402571;;011;27973140;douglas.callegari@itau-unibanco.com.br;2007-03-21;
08.324.196/0001-81;2020-01-01;2;91207;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Banco do Brasil S.A;00.000.000/0001-91;Endereço da Sede;Rua Lelio Gama, 105;30º Andar;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083551;;21;238083466;aescriturais@bb.com.br;2008-05-24;2020-02-26
08.324.196/0001-81;2020-01-01;2;91207;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;0000;30039285;;0011;30039285;escrituracaoacoes@itau-unibanco.com.br;2020-02-27;
08.343.492/0001-20;2020-01-01;1;95164;MRV ENGENHARIA E PARTICIPACOES S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Avenida Yara;s/n;Cidade de Deus;Osasco;SP;Brasil;06029900;;011;36843749;;011;36842714;4010acecustodia@bradesco.com.br;2007-07-19;
08.364.948/0001-38;2020-01-01;1;95433;ALUPAR INVESTIMENTO S/A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3400;10 andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27974529;;11;27973750;adriana.souza@itau-unibanco.com.br;2009-02-02;
08.402.943/0001-52;2020-01-01;3;104334;GUARARAPES CONFECCOES S.A.;Banco Itaú S.A.;60.701.190/0001-04;Endereço da Sede;RUA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 707, 9º ANDAR;-;JABAQUARA;São Paulo;SP;Brasil;04344902;;5511;27402571;;5511;43492571;investfone.investimento@itau-unibanco.com.br;1992-08-20;
08.424.178/0001-71;2020-01-01;1;95171;TECBLU TECELAGEM BLUMENAU S.A.;Banco Bradesco S/A;60.746.948/0001-12;Endereço da Sede;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36844522;;11;36845645;4010.acoes@bradesco.com.br;2010-01-01;
08.439.659/0001-50;2020-01-01;2;94729;CPFL ENERGIAS RENOVÁVEIS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27974128;;11;27974128;jose-nilson.cordeiro@itau-unibanco.com.br;2013-01-01;
08.467.115/0001-00;2020-01-01;3;93121;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;AV. Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;30039285;;000;0000000000;atendimentoescrituracao@itau-unibanco.com.br;2013-10-01;
08.534.605/0001-74;2020-01-01;1;95515;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27974128;;11;27973750;adriana.souza@itau-unibanco.com.br;2008-06-06;
08.560.444/0001-93;2020-01-01;2;94015;CIA CELG DE PARTICIPACOES - CELGPAR;BANCO DO BRASIL S.A.;00.000.000/0001-91;Endereço da Sede;Rua Lélio Gama, nº 105, 16º Andar;;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083687;;21;38083466;aescriturais@bb.com.br;2008-08-27;
08.574.411/0001-00;2020-01-01;1;96417;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus;s/n°, 2o andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;;;rogerio.amorim@bradesco.com.br;2018-07-11;
08.613.550/0001-98;2020-01-01;4;99599;BRASIL BROKERS PARTICIPACOES S.A.;Itau Corretora Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Hugo Beolchi;900 15º andar;Jabaquara;São Paulo;SP;Brasil;04310030;;11;50291942;;11;50291920;adriana.souza@itau-unibanco.com.br;2019-02-01;
08.653.753/0001-08;2020-01-01;1;91630;BRC SECURITIZADORA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço para Correspondência;Cidade de Deus;s/n;Vila Yara;Osasco;SP;Brasil;06029900;;11;36847656;;11;36842066;4010.mpoli@bradesco.com.br;2008-10-01;
08.764.621/0001-53;2020-01-01;1;93302;GENERAL SHOPPING E OUTLETS DO BRASIL S.A.;ITAÚ UNIBANCO S.A;60.701.190/0001-04;Endereço para Correspondência;Praça Alfredo Egydio de Souza Aranha;Torre Olavo Setúbal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291809;;11;50291920;gercina.bueno@itau.com.br;2007-06-04;
08.773.135/0001-00;2020-01-01;2;99115;2W Energia S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27974515;;011;27973140;marcio.conde-souza@itau-unibanco.com.br;2020-08-17;
08.773.191/0001-36;2020-01-01;1;92011;BRASILIANA PARTICIPAÇÕES S/A;Itaú Corretora de Valores;61.194.353/0001-64;Endereço da Sede;Rua Boa Vista, 176;1 subsolo;Centro;São Paulo;SP;Brasil;01013000;;11;30039285;;11;30039285;escrituracaoacoes@itau-unibanco.com.br;2015-12-16;
08.795.211/0001-70;2020-01-01;1;94885;MAESTRO LOCADORA DE VEICULOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;;2015-01-26;
08.797.760/0001-83;2020-01-01;3;97222;Cury Construtora e Incorporadora S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, nº. 111;Prédio B, Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27402284;;;;escrituracaorendavariavel@itau-unibanco.com.br;2020-02-12;
08.801.621/0001-86;2020-01-01;1;96421;CYRELA COMMERCIAL PROPERT S.A. EMPR PART;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus;S/N;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.carlosdias@bradesco.com.br;2010-01-04;
08.807.432/0001-10;2020-01-01;4;103451;YDUQS PARTICIPACOES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av Brigadeiro Faria Lima 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;30034828;;000;00000000;investfone@itau.com.br;2007-07-27;
08.810.422/0001-34;2020-01-01;1;99215;Guararapes Painéis S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus, s/nº - Prédio Amarelo;2° andar;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.acecustodia@bradesco.com.br;2020-12-11;
08.811.643/0001-27;2020-01-01;2;99809;TRISUL S.A.;Bradesco S/A;60.746.948/0001-12;Endereço da Sede;Cidade de Deus;sem nº;Vila Yara;;SP;Brasil;06029900;;11;30031000;;11;36843811;4010.acoes@bradesco.com.br;2016-02-01;
08.902.291/0001-15;2020-01-01;1;97690;CSN MINERAÇÃO S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus;s/nº;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.escrituracao@bradesco.com.br;;
08.926.302/0001-05;2020-01-01;1;94897;DOMMO ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;nº 3400, 10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291809;;11;50291920;gercina.bueno@itau-unibanco.com.br;2014-04-02;
08.935.054/0001-50;2020-01-01;2;99666;MULTINER S/A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291942;;11;50291943;adriana.souza@itau-unibanco.com.br;2008-07-10;
09.041.168/0001-10;2020-01-01;2;94647;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Banco Bradesco S.A;60.746.948/0001-12;Endereço da Sede;Vila Yara;Prédio Amarelo;Cidade de Deus;Osasco;SP;Brasil;06029900;;011;36847654;;011;36842811;marcelo.poli@bradesco.com.br;2018-11-08;
09.042.817/0001-05;2020-01-01;3;100222;BEMOBI MOBILE TECH S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;3500, 3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;37082964;;011;37082964;;2021-01-08;
09.053.134/0001-45;2020-01-01;2;99013;Elfa Medicamentos S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, nº 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27405837;;11;27405837;escrituracaoacoes@itau-unibanco.com.br;;
09.054.385/0001-44;2020-01-01;2;99359;INBRANDS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04750030;;011;50291528;;011;50291394;ana.stringueta@itau-unibanco.com.br;2011-05-23;
09.083.175/0001-84;2020-01-01;2;99937;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaoacoes@itau-unibanco.com.br;2020-09-24;
09.112.685/0001-32;2020-01-01;2;99093;OSX BRASIL S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí,111, Prédio B;Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;000;30039285;;000;000000000;escrituracaoacoes@itau-unibanco.com.br;2009-11-02;
09.114.805/0001-30;2020-01-01;2;100152;Oceanpact Serviços Maritimos S.A.;Itaú Corretora de Valores;61.194.353/0001-64;Endereço da Sede;Rua Boa Vista, 176;1º Subsolo;Centro;São Paulo;SP;Brasil;01092900;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;2021-01-15;
09.146.451/0001-06;2020-01-01;1;95702;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaorendavariavel@itau-unibanco.com.br;2021-02-25;
09.149.503/0001-06;2020-01-01;1;94208;OMEGA GERAÇÃO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27402571;;11;43492571;erick.rodrigues@itau-unibanco.com.br;2017-06-27;
09.288.252/0001-32;2020-01-01;4;103431;ANIMA HOLDING S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus;s/n;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.escrituracao@bradesco.com.br;2020-06-01;
09.295.063/0001-97;2020-01-01;1;95206;TECHNOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;3400;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;30733310;;011;30733333;escrituracao@itau.com.br;2011-06-02;
09.304.427/0001-58;2020-01-01;1;90351;HABITASEC SECURITIZADORA SA;Itaú Corretora S.A.;61.194.353/0001-64;Endereço para Correspondência;Avenida Brigadeiro Faria Lima, nº 3.400;10º Andar;Itaim Bibi;São Paulo;SP;Brasil;;;;;;;;;2007-12-19;
09.305.994/0001-29;2020-01-01;1;93637;AZUL S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, sem nº;-;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2017-02-04;
09.313.969/0001-97;2020-01-01;3;94886;AUTOPISTA LITORAL SUL;Itaú Corretora de Valores S.A.;60.701.190/0001-04;Endereço para Correspondência;AV. ENG. ARMANDO DE ARRUDA PEREIRA, 707;9º andar;JABAQUARA;São Paulo;SP;Brasil;04344902;;5511;50291925;;5511;50291920;marcio.conde-souza@itau.com.br;2010-03-29;
09.324.949/0001-11;2020-01-01;2;93759;AUTOPISTA FLUMINENSE SA;ITAU CORRETORA DE VALORES S.A.;61.194.353/0001-64;Endereço para Correspondência;Av. Eng. Armando Arruda Pereira, nº 707;9º Andar;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291925;;11;50291980;marcio.conde-souza@itau.com.br;2010-03-29;
09.325.109/0001-73;2020-01-01;2;93812;AUTOPISTA PLANALTO SUL SA;Itaú Corretora de Valores S.A.;60.701.190/0001-04;Endereço para Correspondência;Av. Eng. Armando de Arruda Pereira, 707;9º andar;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291980;;11;50291920;marcio.conde-souza@itau.com.br;2010-03-29;
09.326.342/0001-70;2020-01-01;2;93825;AUTOPISTA FERNÃO DIAS SA;Itaú Corretora de Valores S.A;60.701.190/0001-04;Endereço para Correspondência;Av. Eng. Armando de Arruda Pereira, 707 - 9º andar;Prédio;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291925;;11;50291980;marcio.conde-souza@itau.com.br;2010-03-29;
09.336.431/0001-06;2020-01-01;1;94020;AUTOPISTA REGIS BITTENCOURT SA;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av Eng. Armando Arruda Pereira, 707;9º andar;Jabaquara;São Paulo;SP;Brasil;04344902;;5511;50291925;;5511;50291920;marcio.conde-souza@itau.com.br;2007-12-19;
09.346.601/0001-25;2020-01-01;2;99851;B3 S.A. - BRASIL, BOLSA, BALCÃO;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Avenida Iara;S/N;Cidade de Deus;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36842811;4010.donizetti@bradesco.com.br;2008-05-08;
09.347.516/0001-81;2020-01-01;1;99106;ELETROMIDIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;n° 3500, 3° andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30726156;;11;;escrituracaorendavariavel@itau-unibanco.com.br;2020-12-07;
09.611.768/0001-76;2020-01-01;3;97000;INTER CONSTRUTORA E INCORPORADORA S.A.;Itaú Corretora de Valores;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima;3500 - 3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27402597;;11;30726165;ana.stringueta@itau-unibanco.com.br;2017-06-23;
09.813.204/0001-16;2020-01-01;1;96819;W2W E-COMMERCE DE VINHOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, n° 3500;3° andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30726156;;;;escrituracaorendavariavel@itau-unibanco.com.br;2020-08-28;
10.139.870/0001-08;2020-01-01;2;99228;NEOGRID PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaorendavariavel@itau-unibanco.com.br;2020-10-15;
10.215.988/0001-60;2020-01-01;6;103484;CIA LOCAÇÃO DAS AMÉRICAS;Itaú Corretora S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, nº 3.400;10º andar;Itaim;São Paulo;SP;Brasil;04538132;;011;50294610;;011;50291394;dalmir.coelho@itau-unibanco.com.br;2012-02-24;
10.285.590/0001-08;2020-01-01;6;100998;GRUPO DE MODA SOMA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27405837;;11;27405837;escrituracaoacoes@itau-unibanco.com.br;;
10.324.624/0001-18;2020-01-01;1;93332;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Itaú Unibanco S.A.;60.701.190/0001-04;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha nº 100;Torre Olavo Setúbal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;5521;50294249;;5521;50294249;escrituracaodeacoes@itau-unibanco.com.br;2010-03-10;
10.324.624/0001-18;2020-01-01;1;93332;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;011;30039285;;011;30039285;atendimentoescrituracao@itau-unibanco.com.br;2010-03-09;2010-03-09
10.338.320/0001-00;2020-01-01;2;91341;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Banco do Brasil S.A;00.000.000/0001-91;Endereço da Sede;Rua Lelio Gama, 105 - 30º Andar;30º andar;centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083715;;21;38083466;aescriturais@bb.com.br;2010-02-12;2020-03-03
10.338.320/0001-00;2020-01-01;2;91341;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;0000;30039285;;0011;30039285;escrituracaoacoes@itau-unibanco.com.br;2020-03-04;
10.345.009/0001-98;2020-01-01;1;95480;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;R. Boa Vista, 176;1º Subsolo;Centro;São Paulo;SP;Brasil;01014001;;11;30039285;;11;30039285;investfone@itau.com.br;2009-03-17;
10.502.676/0001-37;2020-01-01;2;99708;TERMELÉTRICA PERNAMBUCO III S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3400;10 andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27974529;;11;27973750;escrituracaorendafixa@itau-unibanco.com.br;2013-09-16;
10.531.501/0001-58;2020-01-01;2;93286;CONC AUTO RAPOSO TAVARES S.A.;Itaú Corretora de Valores;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3.400,;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;33039285;;11;33039285;atendimentoescrituracao@itau-unibanco.com.br;2010-10-06;
10.571.175/0001-02;2020-01-01;2;99735;URBA DESENVOLVIMENTO URBANO S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus, s/nº, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849469;;11;36847654;dac.escrituracao@bradesco.com.br;2020-08-27;
10.629.105/0001-68;2020-01-01;2;98187;PETRO RIO S.A.;Banco do Brasil;00.000.000/0001-91;Endereço da Sede;Rua Lelio Gama;Número 105, 30 andar;Centro;Rio de Janeiro;RJ;Brasil;20031080;;021;38083715;;021;38083466;aescriturais@bb.com.br;2010-06-09;
10.760.260/0001-19;2020-01-01;1;90483;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, s/n;-;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2011-08-24;
10.807.374/0001-77;2020-01-01;1;97766;BOA SAFRA SEMENTES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;nº 3.500, 3º Andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;40043131;;011;40043131;itaucorretora@itau-unibanco.com.br;2020-10-16;
10.835.932/0001-08;2020-01-01;3;91821;CIA ENERGETICA DE PERNAMBUCO - CELPE;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;0000;30039285;;0011;30039285;escrituracaoacoes@itau-unibanco.com.br;2020-02-19;
10.851.805/0001-00;2020-01-01;2;103114;FLEX GESTÃO DE RELACIONAMENTOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaoerendavariavel@itau-unibanco.com.br;2015-07-30;
11.284.204/0001-18;2020-01-01;5;96825;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus;s/nº;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.escrituracao@bradesco.com.br;2020-02-05;
11.395.624/0001-71;2020-01-01;1;97022;BRASIL PHARMA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, sem nº;sem nº;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2011-04-19;
11.421.994/0001-36;2020-01-01;3;100219;Orizon Valorização de Resíduos S.A.;BANCO DO BRASIL S.A.;00.000.000/0001-91;Endereço da Sede;Rua Professor Lélio Gama, 105;38º andar;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083715;;;;aescriturais@bb.com.br;2020-12-14;
11.669.021/0001-10;2020-01-01;1;91408;ENAUTA PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;50291942;;011;50291920;escrituracaoacoes@itau-unibanco.com.br;2010-10-28;
11.721.921/0001-60;2020-01-01;2;99589;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;3.400, 10° andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291809;;11;50291920;adriana.souza@itau-unibanco.com.br;2010-04-19;
11.725.176/0001-27;2020-01-01;2;97435;Boa Vista Serviços S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;40043131;;011;40043131;itaucorretora@itau-unibanco.com.br;;
11.992.680/0001-93;2020-01-01;4;103838;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, prédio amarelo;sem nº, 2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;011;36849441;;011;36842811;dac.acecustodia@bradesco.com.br;2011-05-13;
12.049.631/0001-84;2020-01-01;3;92267;MOURA DUBEUX ENGENHARIA S/A;Banco Itáu S.A.;60.701.190/0001-04;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha 100;Torre Olavo Setubal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291809;;;;;2007-05-08;
12.091.809/0001-55;2020-01-01;3;98701;3R Petroleum Óleo e Gás S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30726168;;;;escrituracaorendavariavel@itau-unibanco.com.br;2020-10-14;
12.108.897/0001-50;2020-01-01;4;103593;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus, s/n, Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849469;;;;dac.escrituracao@bradesco.com.br;2020-01-30;
12.181.987/0001-77;2020-01-01;5;102226;Melnick Desenvolvimento Imobiliário S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, n° 3400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291910;;;;investfone@itau.com.br;2020-07-27;
12.300.288/0001-07;2020-01-01;2;97044;NORTE ENERGIA S.A.;BANCO DO BRASIL S.A.;00.000.000/0001-91;Endereço da Sede;Saun Quadra 5 Bloco B Torre I 15O;;Asa Norte;Brasília;DF;Brasil;70040912;;61;33107474;;61;33107474;aescriturais@bb.com.br;2017-06-01;
12.528.708/0001-07;2020-01-01;4;104558;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30726165;;;;atendimentoescrituracao@itau-unibanco.com.br;2020-09-10;
12.648.266/0001-24;2020-01-01;4;98073;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, sem nº;sem nº;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2020-01-24;
12.648.327/0001-53;2020-01-01;2;97525;HIDROVIAS DO BRASIL S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3500;3º andar, parte;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27402597;;011;43492597;escrituracaoacoes@itau-unibanco.com.br;2011-12-14;
