CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Contato;Data_Inicio_Contato;Data_Fim_Contato;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
08.364.948/0001-38;2020-01-01;1;95433;ALUPAR INVESTIMENTO S/A;José Luiz de Godoy Pereira;2014-05-20;;Endereço da Sede;Rua Gomes de Carvalho, nº 1996;16 andar;Vila Olímpia;São Paulo;SP;Brasil;04547006;;11;45712400;;11;30459602;ri@alupar.com.br
08.402.943/0001-52;2020-01-01;3;104334;GUARARAPES CONFECCOES S.A.;Tulio José Pitol de Queiroz;2013-01-01;;Endereço da Sede;Rua Leão XIII, 500;-;Jardim São bento;São Paulo;SP;Brasil;02526900;;5511;29717420;;;;tulioj@riachuelo.com.br
08.439.659/0001-50;2020-01-01;2;94729;CPFL ENERGIAS RENOVÁVEIS S.A.;Carlos Victor Pereira Cyrino;2019-10-14;;Endereço da Sede;Rua Jorge de Figueiredo Corrêa, nº 1.632;;Jd. Prof. Tarcília;Campinas;SP;Brasil;13087397;;019;37566083;;;;ri@cpflrenovaveis.com.br
08.467.115/0001-00;2020-01-01;3;93121;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Viviane Souza Quevedo Ribeiro;2019-11-01;;Endereço da Sede;Av. Joaquim Porto Villanova, 201;Predio A1 sala 620;Jardim Carvalho;Porto Alegre;RS;Brasil;91410400;;051;33822815;;051;33824585;ri@ceee.com.br
08.534.605/0001-74;2020-01-01;1;95515;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;MARCELO JOSÉ MILLIET;2019-10-23;;Endereço da Sede;Avenida Roque Petroni Junior, 850;T. Jaceru - 14 andar;Jardim das Acácias;São Paulo;SP;Brasil;04707000;;11;35091101;;11;35091104;ri@renovaenergia.com.br
08.560.444/0001-93;2020-01-01;2;94015;CIA CELG DE PARTICIPACOES - CELGPAR;Eduardo José dos Santos;2016-09-09;;Endereço da Sede;Avenida C, Quadra A-36, Lote 01, nº 60;Sala 16;Jardim Goiás;Goiânia;GO;Brasil;74805070;;62;36123951;;;;eduardo.js@celggt.com
08.574.411/0001-00;2020-01-01;1;96417;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;André Luiz Rosa Rezende;2018-04-26;;Endereço da Sede;Rodovia BR 459 - km 101;s/nº, Galpão 04;Loteamento Ipiranga;Pouso Alegre;MG;Brasil;37556140;;35;34491200;;35;34491200;dri@praticabr.com
08.613.550/0001-98;2020-01-01;4;99599;BRASIL BROKERS PARTICIPACOES S.A.;Andrea de Rizzio;2020-07-01;;Endereço da Sede;Avenida das Américas, 3443;Bl 03, Sl 106 e 107;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22631003;;21;34433000;;21;34333065;ri@brbrokers.com.br
08.653.753/0001-08;2020-01-01;1;91630;BRC SECURITIZADORA S.A.;Carlos Javier Betancourt;2011-09-03;;Endereço da Sede;Rua Hungria, 620, 4º andar;conjunto 42;Jardim Europa;São Paulo;SP;Brasil;01455000;;11;40584555;;11;40584556;deptocontroladoria@bresco.com.br
08.764.621/0001-53;2020-01-01;1;93302;GENERAL SHOPPING E OUTLETS DO BRASIL S.A.;Marcio Snioka;2015-05-25;;Endereço da Sede;Avenida Angélica, 2.466;24 andar - Conj. 241;Cerqueira César;São Paulo;SP;Brasil;01228200;;5511;31595100;;5511;31590122;dri@generalshopping.com.br
08.773.135/0001-00;2020-01-01;2;99115;2W Energia S.A.;Eduardo Masson de Andrade Martins;2020-10-15;;Endereço da Sede;Avenida Roque Petroni Junior, 1.089;Sala 1.101;Jardim das Acácias;São Paulo;SP;Brasil;04707000;;11;39579400;;11;39579499;ri@2wenergia.com.br
08.773.191/0001-36;2020-01-01;1;92011;BRASILIANA PARTICIPAÇÕES S/A;Departamento de Relações com Investidores;2015-12-31;;Endereço da Sede;Av. das Nações Unidas, 12.495 - 12o andar;Sala Fidelização;Brooklin Novo;São Paulo;SP;Brasil;04578000;;11;41974925;;;;ri.brasilianapar@aes.com
08.795.211/0001-70;2020-01-01;1;94885;MAESTRO LOCADORA DE VEICULOS S.A.;Carlos Miguel de Oliveira Martins Borges Alves;2015-01-27;;Endereço da Sede;Av. Queiroz Filho, 1560;2º andar;Vila Hamburguesa;São Paulo;SP;Brasil;05319000;;11;47850200;;11;47852018;carlos.alves@maestrofrotas.com.br
08.797.760/0001-83;2020-01-01;3;97222;Cury Construtora e Incorporadora S.A.;Marcelo Leitão Korber;2020-02-14;;Endereço da Sede;Rua Funchal, 411;13º andar;Vila Olimpia;São Paulo;SP;Brasil;04551060;;11;38472308;;;;marcelo.korber@cury.net
08.801.621/0001-86;2020-01-01;1;96421;CYRELA COMMERCIAL PROPERT S.A. EMPR PART;THIAGO KIYOSHI VIEIRA MURAMATSU;2017-04-20;;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3600;Conj. 141 e 142;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30187601;;11;30187680;ri@ccpsa.com.br
08.807.432/0001-10;2020-01-01;4;103451;YDUQS PARTICIPACOES S.A.;Mayte Albuquerque;2020-10-14;;Endereço da Sede;Avenida das Américas, 4.200 - Bloco 5 - 3º andar;Edifício Montreal;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;021;33119700;;021;33119722;ri@yduqs.com.br
08.810.422/0001-34;2020-01-01;1;99215;Guararapes Painéis S.A.;Fabio de Freitas Leitão Torres;2020-12-15;;Endereço da Sede;Rodovia Avelino Mandelli;Km 01, s/nº;Aeroporto;Caçador;SC;Brasil;89500000;;46;32638331;;;;ri@guararapes.com.br
08.811.643/0001-27;2020-01-01;2;99809;TRISUL S.A.;Michel Videira Christensen;2013-12-03;;Endereço da Sede;Avenida Paulista, 37;18º andar;Paraíso;São Paulo;SP;Brasil;01311902;;11;31470134;;11;31470255;ri@trisul-sa.com.br
08.902.291/0001-15;2020-01-01;1;97690;CSN MINERAÇÃO S.A.;Marcelo Cunha Ribeiro;2020-10-15;;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.400;20° andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30497238;;11;30497212;invrel@csnmineracao.com.br
08.926.302/0001-05;2020-01-01;1;94897;DOMMO ENERGIA S.A.;Gercina Bueno;2014-04-02;;Endereço da Sede;Avenida Brigadeiro Faria Lima;nº 3400, 10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291809;;11;50291920;gercina.bueno@itau-unibanco.com.br
08.935.054/0001-50;2020-01-01;2;99666;MULTINER S/A;Emiliano Furlan Stipanicic Spyer;2017-12-07;;Endereço da Sede;Avenida das Nações Unidas, 12.901 - Torre Norte;35º andar;Brooklin Paulista;São Paulo;SP;Brasil;04578910;;11;43809250;;11;43809250;ri@multiner.com.br
08.937.002/0001-13;2020-01-01;3;95169;VISION SECURITIZADORA S.A.;Primo Aldrigue Junior;2009-09-09;;Endereço da Sede;Rua Hungria, 514;9º andar Conj 92;Jardim Europa;São Paulo;SP;Brasil;01455000;;011;38171600;;011;38171623;primo@visionbrazil.com
09.041.168/0001-10;2020-01-01;2;94647;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;André Luiz de Ávila Vitória;2020-07-06;;Endereço da Sede;Av. Professor Mário Werneck, nº 621, 10ª andar, BH/MG;Conjunto 02;Estoril;Belo Horizonte;MG;Brasil;30455610;;031;36158400;;;;ri@logcp.com.br
09.041.168/0001-10;2020-01-01;2;94647;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Felipe Enck Gonçalves;2018-04-30;2020-07-05;Endereço da Sede;Av. Professor Mário Werneck, nº 621, 10ª andar, BH/MG;Conjunto 02;Estoril;Belo Horizonte;MG;Brasil;30455610;;031;36158400;;;;ri@logcp.com.br
09.042.817/0001-05;2020-01-01;3;100222;BEMOBI MOBILE TECH S.A.;Rodin Spielmann de Sá;2020-10-13;;Endereço da Sede;Rua Visconde de Ouro Preto, nº 5;sala 1001;Botafogo;Rio de Janeiro;RJ;Brasil;22250180;;21;35299002;;021;;ri@bemobi.com.br
09.053.134/0001-45;2020-01-01;2;99013;Elfa Medicamentos S.A.;Michael Gordon Findlay;2020-08-07;;Endereço da Sede;Intersecção Rod. DF001 c/ Rod. 475, Galpão 02, mód. 05 e 06;Sys Gama B. Park;Ponte Alta Norte;Brasília;DF;Brasil;72427010;;11;48902023;;;;ri@grupoelfa.com.br
09.054.385/0001-44;2020-01-01;2;99359;INBRANDS S.A.;Luis Carlos Meloni;2017-08-17;;Endereço da Sede;Rua Coronel Luís Barroso, 151;-;Santo Amaro;São Paulo;SP;Brasil;04750030;;11;21869000;;11;21869000;ri@inbrands.com.br
09.074.183/0001-64;2020-01-01;1;91080;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;Marcos Paulo Fernandes Pereira;2017-08-02;;Endereço da Sede;Rodovia Transbrasiliana (BR 153) Km 183 + 800;CP 844;Zona rural;Lins;SP;Brasil;16400972;;014;35332950;;014;35332950;ri@triunfotransbrasiliana.com.br
09.083.175/0001-84;2020-01-01;2;99937;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;Fernando Tavares de Campos - Diretor de Relações com Investidores;2020-08-21;;Endereço da Sede;Rua Visconde de Caravelas, nº 14;2º andar;Botafogo;Rio de Janeiro;RJ;Brasil;22271022;;21;30027600;;;;ri@zoom.com.br
09.095.183/0001-40;2020-01-01;2;100127;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Deborah Coutinho Gil Nunes;2019-09-03;;Endereço da Sede;Avenida Pasteur 110, 6º andar;;Botafogo;Rio de Janeiro;RJ;Brasil;22290040;;21;21229521;;21;21229521;deborah.nunes@energisa.com.br
09.112.685/0001-32;2020-01-01;2;99093;OSX BRASIL S.A.;Gerência de Relações com Investidores;2013-05-17;;Endereço da Sede;Rua Lauro Müller, 116, 24o andar;sala 2403-parte;Botafogo;Rio de Janeiro;RJ;Brasil;22290160;;21;32375292;;21;32375292;ri@osx.com.br
09.114.805/0001-30;2020-01-01;2;100152;Oceanpact Serviços Maritimos S.A.;Maxim Medvedovsky;2020-12-07;;Endereço da Sede;Rua da Glória, nº 122, salas 801 e 802 10º pavimento;salas 901 e 902;Glória;Rio de Janeiro;RJ;Brasil;20241180;;21;30326700;;;;ri@oceanpact.com
09.116.278/0001-01;2020-01-01;2;97127;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;Jackson Eduardo Lopes Dias;2017-04-01;2020-08-28;Endereço da Sede;Rodovia BR 101 km06;-;Vale do Gramame;Conde;PB;Brasil;58322000;;83;30482300;;83;30482300;jackson.dias@conpel.com.br
09.116.278/0001-01;2020-01-01;2;97127;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;Luiz Cancelier;2020-08-31;;Endereço da Sede;Rodovia BR 101 km06 s/n;-;Vale do Gramame;Conde;PB;Brasil;58322000;;083;30482300;;083;30482325;jackson.dias@conpel.com.br
09.146.451/0001-06;2020-01-01;1;95702;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Raphael Esper Kallas;2020-07-27;;Endereço da Sede;Rua João Lourenço, nº 432;Sala 30;Vila Nova Conceição;São Paulo;SP;Brasil;04508030;;11;30468499;;;;raphael@kallasnet.com.br
09.149.503/0001-06;2020-01-01;1;94208;OMEGA GERAÇÃO S.A.;Andrea Sztajn;2019-01-31;;Endereço da Sede;Av. Pres. Juscelino Kubitschek, 1830 - Torre 2;6º andar;Itaim Bibi;São Paulo;SP;Brasil;04543900;;11;32549810;;31;25133533;rigeracao@omegaenergia.com.br
09.149.503/0001-06;2020-01-01;1;94208;OMEGA GERAÇÃO S.A.;Marcelo Campos Habibe;2018-05-03;2019-01-30;Endereço da Sede;Av. Pres. Juscelino Kubitschek, 1830 - Torre 2;6º andar cj 62;Itaim Bibi;São Paulo;SP;Brasil;04543900;;11;32549810;;31;25133533;rigeracao@omegaenergia.com.br
09.257.877/0001-37;2020-01-01;1;95649;FERROVIA NORTE SUL S/A;Alysson Freitas;2019-05-01;2019-10-31;Endereço da Sede;Rua Tapuias;49, 7° andar;Floresta;Belo Horizonte;MG;Brasil;30150030;;031;32794217;;031;32795709;relacionamentocomacionistas@vli-logistica.com.br
09.257.877/0001-37;2020-01-01;1;95649;FERROVIA NORTE SUL S/A;Thiago Bonadies;2019-11-01;;Endereço da Sede;Rua Helena;235, 5° andar;Vila Olímpia;São Paulo;SP;Brasil;04552050;;011;51122564;;031;32795709;L-RI-FCA@VLI-LOGISTICA.COM.BR
09.288.252/0001-32;2020-01-01;4;103431;ANIMA HOLDING S.A.;Marina Oehling Gelman;2018-10-19;;Endereço da Sede;Rua Harmonia, 1250;9° andar;Sumarezinho;São Paulo;SP;Brasil;05435001;;11;43022611;;11;43022680;ri@animaeducacao.com.br
09.295.063/0001-97;2020-01-01;1;95206;TECHNOS S.A.;Daniela de Campos Pires Denne;2019-12-07;;Endereço da Sede;Avenida das Américas, nº 3443, 3º pavimento, salas 301 a 308;Bloco 1;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;21;21318950;;21;21318954;ri@grupotechnos.com.br
09.305.994/0001-29;2020-01-01;1;93637;AZUL S.A.;Alexandre Wagner Malfitani;2017-07-24;;Endereço da Sede;Avenida Marcos Penteado de Ulhôa Rodrigues 939;8º andar;Tamboré;Barueri;SP;Brasil;06460040;;11;48312880;;11;41349890;invest@voeazul.com.br
09.313.969/0001-97;2020-01-01;3;94886;AUTOPISTA LITORAL SUL;TATIANA SALGADO;2015-09-14;;Endereço da Sede;Av. Pres. Juscelino Kubitschek, 1455;9º andar;Vila Nova Conceição;São Paulo;SP;Brasil;04543011;;11;30742404;;11;30742405;ri@arteris.com.br
09.324.949/0001-11;2020-01-01;2;93759;AUTOPISTA FLUMINENSE SA;Tatiana Pinho Ribeiro Salgado;2015-09-14;;Endereço da Sede;Avenida Jucelino Kubitschek, 510;12º Andar;Itaim Bibi;São Paulo;SP;Brasil;04543906;;11;30742404;;11;30742405;ri@arteris.com.br
09.325.109/0001-73;2020-01-01;2;93812;AUTOPISTA PLANALTO SUL SA;Tatiana Pinho Ribeiro Salgado;2015-09-14;;Endereço da Sede;Av. Pres. Juscelino Kubitschek, nº 1830, T I;5 e 6º and;Itaim Bibi;São Paulo;SP;Brasil;04543900;;11;48311076;;11;48312880;tatiana.salgado@arteris.com.br
09.326.342/0001-70;2020-01-01;2;93825;AUTOPISTA FERNÃO DIAS SA;Tatiana Salgado;2015-09-14;;Endereço da Sede;Av. Pres. Juscelino Kubitschek, 1455, 9º Andar;Prédio;Vila Nova Conceição;São Paulo;SP;Brasil;04543011;;5511;30742404;;5511;30742405;ri@arteris.com.br
09.336.431/0001-06;2020-01-01;1;94020;AUTOPISTA REGIS BITTENCOURT SA;Tatiana Salgado;2015-09-14;;Endereço da Sede;Av. Presidente Juscelino Kubitscheck, 1455;9 andar;Vila Nova Conceição;São Paulo;SP;Brasil;04543011;;5511;30742404;;5511;30742405;ri@arteris.com.br
09.346.601/0001-25;2020-01-01;2;99851;B3 S.A. - BRASIL, BOLSA, BALCÃO;Daniel Sonder;2015-02-10;;Endereço da Sede;Praça Antonio Prado, 48;7º andar;Centro;São Paulo;SP;Brasil;01010901;;11;25654500;;11;25657423;ri@b3.com.br
09.347.516/0001-81;2020-01-01;1;99106;ELETROMIDIA S.A.;Marina Pereira Melemendjian;2020-12-03;;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 4.300;7º andar;Itaim Bibi;São Paulo;SP;Brasil;04542000;;5511;49350000;;;;marina.melemendjian@eletromidia.com.br
09.414.761/0001-64;2020-01-01;3;96543;ACCIONA CONCESSÕES RODOVIA DO AÇO S.A.;TÂNIA RAPANELLI;2019-09-05;;Endereço da Sede;RODOVIA BR 393 KM 233 + 600;Nº 61.701;CARVALHEIRA;Vassouras;RJ;Brasil;27700000;;24;24919600;;24;24711976;tania.rapanelli@rodoviadoaco.com.br
09.538.973/0001-53;2020-01-01;3;100547;PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL;Renato Barboza;2015-07-17;;Endereço da Sede;Avenida Doutor Cardoso de Melo, 1.955;6º andar;Vila Olimpia;São Paulo;SP;Brasil;04548005;;5511;21104410;;5511;21104410;RI@PDG.COM.BR
09.611.768/0001-76;2020-01-01;3;97000;INTER CONSTRUTORA E INCORPORADORA S.A.;Matheus de Ávila Ferreira Torga;2020-09-08;;Endereço da Sede;Rua Ataliba de Barros 182;1504;São Mateus;Juiz de Fora;MG;Brasil;36025275;;32;32371540;;32;32371540;ri@interconstrutora.com.br
09.625.321/0001-56;2020-01-01;3;96317;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;Denise Araujo Francisco (DRI);2020-08-17;;Endereço da Sede;Avenida Embaixador Abelardo Bueno nº 199;204;Jacarepaguá;Rio de Janeiro;RJ;Brasil;22775040;;21;32671180;;;;ri@nbte.com.br
09.625.321/0001-56;2020-01-01;3;96317;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;Diretor de Relações com Investidores;2020-06-09;2020-08-16;Endereço da Sede;Avenida Embaixador Abelardo Bueno, nº 199;sala 204;Jacarepaguá;Rio de Janeiro;RJ;Brasil;22775040;;21;32671180;;;;ri@nbte.com.br
09.813.204/0001-16;2020-01-01;1;96819;W2W E-COMMERCE DE VINHOS S.A.;Alexandre Magno da Cruz Oliveira Filho;2020-08-27;;Endereço da Sede;Rua Comendador Alcides Simão Helou, nº 1565;Sala 01;Civit II;Serra;ES;Brasil;29168090;;027;33989456;;;;alexandremagno@wine.com.br
10.139.870/0001-08;2020-01-01;2;99228;NEOGRID PARTICIPAÇÕES S.A.;Thiago Grechi;2020-10-19;;Endereço da Sede;Avenida Santos Dumont, 935;1º andar;Santo Antonio;Joinville;SC;Brasil;89218105;;47;30437400;;;;ri@neogrid.com
10.215.988/0001-60;2020-01-01;6;103484;CIA LOCAÇÃO DAS AMÉRICAS;Francesco Abenathar Fernandes Lisa;2020-12-11;;Endereço da Sede;Av. Raja Gabaglia, nº 1781;12º andar;Luxemburgo;Belo Horizonte;MG;Brasil;30380457;;31;33191500;;31;33191573;ri@unidas.com.br
10.285.590/0001-08;2020-01-01;6;100998;GRUPO DE MODA SOMA S.A.;Haroldo de Paiva Lorena;2020-02-17;;Endereço da Sede;Rua São Cristovão, nº 786;N/A;São Cristovão;Rio de Janeiro;RJ;Brasil;20940000;;21;25036850;;21;25036850;ri@somagrupo.com.br
10.324.624/0001-18;2020-01-01;1;93332;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Nilton Pimentel;2018-05-01;;Endereço da Sede;Avenida Almirante Barroso, 52;sl 801, 3001 e 3002;Centro;Rio de Janeiro;RJ;Brasil;20031000;;021;22111300;;021;22111313;DRI@metrorio.com.br
10.338.320/0001-00;2020-01-01;2;91341;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Vanessa Vollet Azevedo;2015-06-08;;Endereço da Sede;Praia do Flamengo, 78;10o. Andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210904;;21;32359828;;21;32359876;ri@neoenergia.com
10.345.009/0001-98;2020-01-01;1;95480;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;Caroline Schiafino Andreis;2019-05-22;;Endereço da Sede;Av. Das Nações Unidas, 8501;17º andar;Pinheiros;São Paulo;SP;Brasil;05425070;;11;34346548;;11;34346548;dri@advanced-dh.com
10.502.676/0001-37;2020-01-01;2;99708;TERMELÉTRICA PERNAMBUCO III S.A.;Emiliano Furlan Stipanicic Spyer;2020-06-22;;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3900;Conjunto 601;Itaim Bibi;São Paulo;SP;Brasil;04103030;;011;41303855;;011;41303855;ri@utepeiii.com.br
10.571.175/0001-02;2020-01-01;2;99735;URBA DESENVOLVIMENTO URBANO S.A.;José Roberto Diniz Santos;2020-08-10;;Endereço da Sede;Avenida Professor Mário Werneck, nº 621;10º andar;Estoril;Belo Horizonte;MG;Brasil;30455610;;31;36158817;;31;36158817;ri.urba@vivaurba.com.br
10.629.105/0001-68;2020-01-01;2;98187;PETRO RIO S.A.;George Kassab;2019-08-08;2020-11-09;Endereço da Sede;Praia de Botafogo, 370;13° pavimento;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;21;37212129;;21;37213892;ri@petroriosa.com.br
10.629.105/0001-68;2020-01-01;2;98187;PETRO RIO S.A.;Roberto Bernardes Monteiro;2020-11-10;;Endereço da Sede;Praia de Botafogo, 370;13° pavimento;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;21;37212129;;21;37213892;ri@petroriosa.com.br
10.635.691/0001-53;2020-01-01;1;90675;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Marcos Máximo de Novaes Mendonça;2011-04-29;;Endereço da Sede;Rua João Moreira da Silva, 509;Térreo;Jardim Americano,;Lins;SP;Brasil;16400660;;014;35332650;;014;35332650;ri@viarondon.com.br
10.647.979/0001-48;2020-01-01;2;92317;CONC ROTA DAS BANDEIRAS S.A.;Herbert Adriano Quirino dos Santos;2019-08-01;;Endereço da Sede;Rodovia Dom Pedro I (SP-065), km 110+400, Pista Sul.;s/n;Sítio da Moeda;Itatiba;SP;Brasil;13252800;;011;48948501;;011;48948505;ri@rotadasbandeiras.com.br
10.678.505/0001-63;2020-01-01;3;93991;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Nuno Filipe Nogueira Alves Coelho;2015-11-11;;Endereço da Sede;Rod. Comendador Mario Dedini, km 108 + 600 mts;Caixa Postal 02;Rodovia;Salto;SP;Brasil;13320970;;011;46027900;;011;46028069;ri@rodoviasdotiete.com.br
10.760.260/0001-19;2020-01-01;1;90483;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Luiz Fernando Fogaça;2019-11-08;2020-01-14;Endereço da Sede;Rua das Figueiras, 501;8º Andar;Jardim;Santo André;SP;Brasil;09080370;;011;21911079;;011;21912461;ri@cvc.com.br
10.760.260/0001-19;2020-01-01;1;90483;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Maurício Teles Montilha;2020-01-15;;Endereço da Sede;Rua das Figueiras, 501;8º Andar;Jardim;Santo André;SP;Brasil;09080370;;011;44378701;;011;21912461;ri@cvc.com.br
10.807.374/0001-77;2020-01-01;1;97766;BOA SAFRA SEMENTES S.A.;Elias Alves Ferreira Júnior;2019-11-05;;Endereço da Sede;Avenida Circular;209;Setor Industrial;Formosa;GO;Brasil;73813014;;61;999131218;;;;elias.alves@boasafrasememtes.com.br
10.835.932/0001-08;2020-01-01;3;91821;CIA ENERGETICA DE PERNAMBUCO - CELPE;Vanessa Vollet Azevedo;2015-07-01;;Endereço da Sede;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;21;32359828;;21;32359876;ri@neoenergia.com
10.851.805/0001-00;2020-01-01;2;103114;FLEX GESTÃO DE RELACIONAMENTOS S.A.;Daniel de Andrade Gomes;2018-11-22;;Endereço da Sede;Avenida Brigadeiro Faria Lima, 1903;Conjunto 142;Jardim Paulistano;São Paulo;SP;Brasil;01452001;;48;30379034;;48;30379034;ri@flexcontact.com.br
11.257.352/0001-43;2020-01-01;2;99955;BSI CAPITAL SECURITIZADORA S.A.;RICARDO ELSON DO CARMO;2015-09-01;;Endereço da Sede;RUA JOSE VERSOLLATO, 111;SALA 2126;CENTRO;São Bernardo do Campo;SP;Brasil;09750730;;11;43309660;;11;43309660;bsisecuritizadora@gmail.com
11.274.829/0001-07;2020-01-01;2;93789;COMPANHIA PAULISTA DE SECURITIZAÇÃO;MAX FREDDY FRAUENDORF;2015-02-02;;Endereço da Sede;Avenida Rangel Pestana, nº 300;9º andar;Centro;São Paulo;SP;Brasil;01017911;;011;32432817;;011;32432830;mffrauendorf@cpsec.fazenda.sp.gov.br
11.284.204/0001-18;2020-01-01;5;96825;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;David Leon Rubinsohn;2020-09-01;;Endereço da Sede;Av. Juscelino Kubitschek, 360;4 andar;V N Conceição;São Paulo;SP;Brasil;04543000;;011;30740780;;;;ri@youinc.com.br
11.284.204/0001-18;2020-01-01;5;96825;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Franco Gerodetti Neto;2019-12-02;2020-08-31;Endereço da Sede;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 360;ANDAR 4 CJ. 41;VILA NOVA CONCEIÇÃO;São Paulo;SP;Brasil;04543000;;11;30740780;;11;30740780;ri@youinc.com.br
11.395.624/0001-71;2020-01-01;1;97022;BRASIL PHARMA S.A.;Leonardo Leirinha Souza Campos;2016-07-22;;Endereço da Sede;Rua dos Pinheiros, nº 498;1º andar, parte 3;Pinheiros;São Paulo;SP;Brasil;05422902;;11;21175200;;11;21175290;ri@brph.com.br
11.421.994/0001-36;2020-01-01;3;100219;Orizon Valorização de Resíduos S.A.;Leonardo Roberto Pereira dos Santos;2020-12-14;;Endereço da Sede;Rua Joaquim Palhares, 40;1º andar (parte);Estácio;Rio de Janeiro;RJ;Brasil;20260080;;21;39746150;;21;39746705;ri@orizonvr.com.br
11.669.021/0001-10;2020-01-01;1;91408;ENAUTA PARTICIPAÇÕES S.A.;Paula Vasconcelos da Costa;2010-03-09;;Endereço da Sede;Avenida Almirante Barroso 52;1301;Centro;Rio de Janeiro;RJ;Brasil;20031918;;021;35095959;;021;35095958;ri@enauta.com.br
11.716.471/0001-17;2020-01-01;1;92209;TRX SECURITIZADORA S.A.;Eduardo Lins de Lima Menge;2015-12-18;2019-03-17;Endereço da Sede;Rua Gomes de Carvalho, 1507;6º andar;Vila Olímpia;São Paulo;SP;Brasil;04547006;;11;48722600;;11;48722622;ri@trxsecuritizadora.com.br
11.716.471/0001-17;2020-01-01;1;92209;TRX SECURITIZADORA S.A.;Jose Alves Neto;2019-03-18;;Endereço da Sede;Rua Gomes de Carvalho, 1507;6º andar;Vila Olímpia;São Paulo;SP;Brasil;04547006;;11;48722600;;11;48722622;fundos@trx.com.br
11.721.921/0001-60;2020-01-01;2;99589;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;Marcos Aurélio Couto;2018-03-26;;Endereço da Sede;Rua Gilberto Sabino;215 - 13º andar;Pinheiros;São Paulo;SP;Brasil;05425020;;11;31752900;;11;31752962;ri@alperseguros.com.br
11.725.176/0001-27;2020-01-01;2;97435;Boa Vista Serviços S.A.;Flavio Bongiovanni F. Lima;2019-04-01;;Endereço da Sede;Av. Tamboré, 267;11º ao 15º andar;Tamboré;Barueri;SP;Brasil;06460000;;11;47343666;;;;ri@boavistascpc.com.br
11.992.680/0001-93;2020-01-01;4;103838;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Frederico de Aguiar Oldani;2020-05-28;;Endereço da Sede;Rua Dr. Plínio Barreto, n° 365;15° andar (parte);Bela Vista;São Paulo;SP;Brasil;01313020;;011;31913829;;011;31914049;ri@qualicorp.com.br
12.049.631/0001-84;2020-01-01;3;92267;MOURA DUBEUX ENGENHARIA S/A;DIEGO PAIXAO NOSSA VILLAR;2019-10-18;2020-03-29;Endereço da Sede;AVENIDA ENGENHEIRO DOMINGOS FERREIRA, Nº 467;13º ANDAR PARTE;PINA;Recife;PE;Brasil;51011050;;81;30878919;;81;30878000;diego.villar@mouradubeux.com.br
