CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Contato;Data_Inicio_Contato;Data_Fim_Contato;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
07.401.436/0001-31;2021-01-01;2;108231;ELDORADO BRASIL CELULOSE S.A.;Rodrio Libaber;2018-01-09;2021-08-12;Endereço da Sede;Av. Marginal Direita do Tiete;500;Vila Jaguara;São Paulo;SP;Brasil;05118100;;11;25050258;;11;25050258;ri@eladoradobrasil.com.br
07.415.333/0001-20;2021-01-01;1;102873;SIMPAR S.A.;Paulo Padro;2020-08-06;;Endereço da Sede;Rua Doutor Renato Paes de Barros, n° 1.017;10 andar;Itaim Bbi;São Paulo;SP;Brasil;04530001;;11;23777043;;;;ri@simpar.com.br
07.437.016/0001-05;2021-01-01;1;99884;CINESYSTEM S.A.;Cristiane dos Santos Bussioli Jorge;2016-05-20;;Endereço da Sede;Avenida Getúlio Vargas, 266;Sala 504;Zona 01;Maringá;PR;Brasil;87013919;;44;32202152;;44;32202111;cristiane@cinesystem.com.br
07.526.557/0001-00;2021-01-01;3;112119;AMBEV S.A.;Lucas Machado Lira;2020-04-29;;;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;21221414;;;;ri@ambev.com.br
07.526.557/0001-00;2021-01-01;3;112119;AMBEV S.A.;Lucas Machado Lira;2020-04-29;;;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;21221414;;;;ri@ambev.com.br
07.526.557/0001-00;2021-01-01;3;112119;AMBEV S.A.;Lucas Machado Lira;2020-04-29;;;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;21221414;;;;ri@ambev.com.br
07.526.557/0001-00;2021-01-01;3;112119;AMBEV S.A.;Lucas Machado Lira;2020-04-29;;;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;21221414;;;;ri@ambev.com.br
07.594.978/0001-78;2021-01-01;6;112270;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Thiago Lima Borges;2021-05-18;;;Avenida Paulista, nº 1.294;2º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;011;33650800;;;;ri@smartfit.com.br
07.628.528/0001-59;2021-01-01;1;108871;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Ana Paula Zerbinati Ribeiro;2006-05-02;;Endereço da Sede;Av. Brigadeiro Faria Lima, 1.309;5º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452002;;011;30355350;;011;59084344;ri@brasil-agro.com
07.636.657/0001-99;2021-01-01;2;110536;Aço Verde do Brasil S.A;Gustavo Rozenbaum Bcheche;2021-08-09;;Endereço da Sede;Avenida do Contorno 3800;19º andar;Santa Efigênia;Belo Horizonte;MG;Brasil;30110022;;31;32282500;;;;ri@ferroeste.com.br
07.659.538/0001-51;2021-01-01;1;108844;DINAMICA ENERGIA S.A.;José João Aballa Filho;2010-01-01;;Endereço para Correspondência;Av. Presidente Vargas, nº 463;13º andar parte;Centro;Rio de Janeiro;RJ;Brasil;20071003;;021;22216142;;021;22216142;bancoclassico@uol.com.br
07.689.002/0001-89;2021-01-01;1;99536;EMBRAER S.A.;Antonio Carlos Garcia;2020-01-01;;Endereço da Sede;Avenida Dra. Ruth Cardoso, 8.501;30º andar (parte);Pinheiros;São Paulo;SP;Brasil;05425070;;11;30406874;;11;30406872;investor.relations@embraer.com.br
07.704.246/0001-93;2021-01-01;2;110986;Datora Participações e Serviços S.A.;Claude Andre Jensen Araripe Monteiro da Silva;2021-08-24;;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3.144, 13º andar;Conj. 131;Jardim Paulistano;São Paulo;SP;Brasil;01451000;;11;31648201;;;;ri@datora.net
07.718.269/0001-57;2021-01-01;1;99942;SPRINGS GLOBAL PARTICIPACOES S.A.;ALESSANDRA ELOY GADELHA;2015-12-01;;Endereço da Sede;Avenida Paulista, 1754;2° sobreloja;Cerqueira Cesar;São Paulo;SP;Brasil;01310920;;11;21454476;;11;21454581;alessandra.gadelha@springs.com
07.802.794/0001-56;2021-01-01;2;107974;CONTOUR GLOBAL DO BRASIL PARTICIPAÇÕES S.A.;Alessandra Quagliuolo Marinheiro;2021-04-09;;Endereço da Sede;Rua James Joule, 65 - 16º andar;Conj. 161, parte B;Cidade Monções;São Paulo;SP;Brasil;04576080;;11;31477100;;;;alessandra.marinheiro@contourglobal.com
07.823.262/0001-03;2021-01-01;2;113038;Foz do Rio Claro Energia S.A.;Marcelo Patrício Fernandes Costa;2021-11-22;;;Rua Gomes de Carvalho, 1.996, 15º andar, Conjunto 151;Sala J;Vila Olímpia;São Paulo;SP;Brasil;04547006;;11;45712400;;;;ri@alupar.com.br
07.857.093/0001-14;2021-01-01;1;108259;AURA MINERALS INC.;Gabriel Catalani;2020-02-17;;Endereço da Sede;Rua Funchal, n.º 411;10º andar;Vila Olímpia;São Paulo;SP;Brasil;04551060;;11;21647340;;11;21647300;gabriel.catalani@auraminerals.com
07.857.850/0001-50;2021-01-01;2;114474;GP INVESTMENTS, LTD.;Eduardo Lima Coutinho;2018-07-01;;;Av. Brigadeiro Faria Lima, 4055;8º andar;Itaim Bibi;São Paulo;SP;Brasil;04538030;;11;35565505;;11;35565566;todosformulariodereferencia@gp-investments.com
07.859.510/0001-68;2021-01-01;1;105736;JHSF MALLS S.A.;Mara Boaventura Dias;2018-02-26;;Endereço da Sede;Avenida Magalhães de Castro, 4.800 - Torre 3;27º andar;Cidade Jardim;São Paulo;SP;Brasil;05502001;;011;37021900;;11;37021969;ri@jhsfmalls.com.br
07.859.971/0001-30;2021-01-01;2;105745;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Erik da Costa Breyer;2020-11-16;;Endereço da Sede;Praça XV de Novembro, 20;6 andar;Centro;Rio de Janeiro;RJ;Brasil;20010010;;21;22126000;;21;22126040;investor.relations@taesa.com.br
07.859.971/0001-30;2021-01-01;2;105745;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Fabio Antunes Fernandes;2020-05-15;2020-11-14;Endereço da Sede;Praça XV de Novembro, 20;6º andar;Centro;Rio de Janeiro;RJ;Brasil;20010010;;21;22126000;;21;22126040;investor.relations@taesa.com.br
07.882.930/0001-65;2021-01-01;3;113011;Mitre Realty Empreendimentos e Participações S.A.;Giancarlo D'Elia Denapoli;2019-11-28;;;Alameda Santos, 700;5º Andar;Jardim Paulista;São Paulo;SP;Brasil;01418002;;11;48100525;;;;ri@mitrerealty.com.br
07.950.674/0001-04;2021-01-01;3;108217;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;Edison Chaves de Oliveira;2020-07-31;2021-08-08;Endereço da Sede;Rua Lauro Müller, nº 116;Sl. 2403;Botafogo;Rio de Janeiro;RJ;Brasil;22290906;;21;21635500;;21;21635500;ri.ccx@ccx.com.br
07.950.674/0001-04;2021-01-01;3;108217;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;Edson Jacintho Borges;2021-08-09;;Endereço da Sede;Rua Lauro Müller, 116;Sl. 2403;Botafogo;Rio de Janeiro;RJ;Brasil;22290906;;21;21635500;;21;21635500;ri@mmx.com.br
07.950.674/0001-04;2021-01-01;3;108217;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;Edson Jacintho Borges;2021-08-09;;Endereço da Sede;Rua Lauro Müller, 116;Sl. 2403;Botafogo;Rio de Janeiro;RJ;Brasil;22290906;;21;21635500;;21;21635500;ri.ccx@ccx.com.br
07.976.147/0001-60;2021-01-01;3;104725;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Edmar Prado Lopes Neto;2019-11-11;;Endereço da Sede;Rua Doutor Renato Paes de Barros nº 1.017;Conjunto 92;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;37027023;;;;ri@movida.com.br
08.065.557/0001-12;2021-01-01;4;109249;TECNISA S.A.;Departamento de Relações com Investidores;2007-02-01;;Endereço da Sede;Avenida Nicolas Boer, 399;5º andar - Unid 502S;Pq Indus Tomas Edson;São Paulo;SP;Brasil;01140060;;11;37081162;;;;ri@tecnisa.com.br
08.070.508/0001-78;2021-01-01;4;111882;RAIZEN ENERGIA S.A.;Phillipe Casale;2021-08-05;;;Avenida Brigadeiro Faria Lima, nº 4.100;12º andar, parte V;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;45171545;;;;depart.ri@raizen.com
08.078.847/0001-09;2021-01-01;2;102725;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Matheus de Souza Fabrício;2021-04-01;;Endereço da Sede;Rua Estados Unidos;2000;Jardim América;São Paulo;SP;Brasil;01427002;;011;30670520;;011;30670029;ri@lopes.com.br
08.170.849/0001-15;2021-01-01;8;112882;DESKTOP S.A.;Bruno Silva Carvalho de Souza Leão;2021-08-23;;;Estrada Municipal Teodor Condiev, nº 970;13º andar;Jardim Marchissolo;Sumaré;SP;Brasil;13171105;;21;999498549;;;;ri@desktop.net.br
08.213.823/0001-07;2021-01-01;2;111160;AURA ALMAS MINERAÇÃO S.A.;Gabriel Lima Catalani;2021-10-25;;;Avenida Presidente Juscelino Kubitschek, nº 2041;Ed. D Sala 12.102;Vila Nova Conceição;São Paulo;SP;Brasil;04543011;;11;21647340;;;;gabriel.catalani@auraminerals.com
08.294.224/0001-65;2021-01-01;2;100021;JHSF PARTICIPACOES S.A.;Thiago Alonso de Oliveira;2018-02-01;;Endereço da Sede;Avenida Magalhães de Castro, 4.800 - Torre 3;27º andar;Cidade Jardim;São Paulo;SP;Brasil;05502001;;011;37021900;;011;37022370;ri@jhsf.com.br
08.312.229/0001-73;2021-01-01;2;105890;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Hugo Grassi Benevides Soares;2016-12-01;2021-06-01;Endereço da Sede;Av. República do Líbano;1921;Ibirapuera;São Paulo;SP;Brasil;04501002;;11;50568312;;11;50568311;ri@eztec.com.br
08.312.229/0001-73;2021-01-01;2;105890;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Pedro Tadeu Teixeira Lourenço;2021-06-02;;Endereço da Sede;Av. República do Líbano;1921;Ibirapuera;São Paulo;SP;Brasil;04501002;;11;50568312;;11;50568311;ri@eztec.com.br
08.322.396/0001-03;2021-01-01;2;110869;CERRADINHO BIOENERGIA S.A.;Leticia Bonjovani Siqueira;2021-08-20;;;Rodovia GO 050, km 11 + 900mts;S/Nº;Zona Rural;Chapadão do Céu;GO;Brasil;75828000;;17;33112990;;;;ri@cerradinho.com.br
08.324.196/0001-81;2021-01-01;5;108274;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Renato Rocha;2021-01-19;;Endereço da Sede;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;21;32359828;;21;32359876;ri@neoenergia.com
08.343.492/0001-20;2021-01-01;1;104975;MRV ENGENHARIA E PARTICIPACOES S.A.;Ricardo Paixão Pinto Rodrigues;2019-03-16;;Endereço da Sede;Avenida Professor Mario Werneck;621;Estoril;Belo Horizonte;MG;Brasil;30455610;;031;36158153;;;;ri@mrv.com.br
08.364.948/0001-38;2021-01-01;1;106200;ALUPAR INVESTIMENTO S/A;José Luiz de Godoy Pereira;2014-05-20;;Endereço da Sede;Rua Gomes de Carvalho, nº 1996;16 andar;Vila Olímpia;São Paulo;SP;Brasil;04547006;;11;45712400;;11;30459602;ri@alupar.com.br
08.397.078/0001-01;2021-01-01;3;111803;GSH CORP Participações S.A.;Suzana Cabral Gruenbaum;2021-02-01;;;Rua do Passeio 62;5º andar;Centro;Rio de Janeiro;RJ;Brasil;20021290;;21;971281797;;;;ri@gshcorp.com.br
08.397.078/0001-01;2021-01-01;3;111803;GSH CORP Participações S.A.;Suzana Cabral Gruenbaum;2021-02-01;;;Rua do Passeio 62;5º andar;Centro;Rio de Janeiro;RJ;Brasil;20021290;;21;971281797;;;;ri@gshcorp.com.br
08.397.078/0001-01;2021-01-01;3;111803;GSH CORP Participações S.A.;Suzana Cabral Gruenbaum;2021-02-01;;;Rua do Passeio 62;5º andar;Centro;Rio de Janeiro;RJ;Brasil;20021290;;21;971281797;;;;ri@gshcorp.com.br
08.402.943/0001-52;2021-01-01;2;110377;GUARARAPES CONFECCOES S.A.;Tulio José Pitol de Queiroz;2013-01-01;;Endereço da Sede;Rua Leão XIII, 500;-;Jardim São bento;São Paulo;SP;Brasil;02526900;;5511;29717420;;;;tulioj@riachuelo.com.br
08.439.659/0001-50;2021-01-01;3;106663;CPFL ENERGIAS RENOVÁVEIS S.A.;Carlos Victor Pereira Cyrino;2019-10-14;;Endereço da Sede;Rua Jorge de Figueiredo Corrêa, nº 1.632;;Jd. Prof. Tarcília;Campinas;SP;Brasil;13087397;;019;37568458;;;;ri@cpfl.com.br
08.467.115/0001-00;2021-01-01;7;111390;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Daniel Spencer Pioner;2021-07-15;;;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;61;34261000;;61;34261000;ri@equatorialenergia.com.br
08.534.605/0001-74;2021-01-01;2;113055;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;ri@renovaenergia.com.br;2019-10-23;;;Avenida Roque Petroni Júnior, 850;14º ANDAR;Jardim das Acacias;São Paulo;SP;Brasil;04707000;;11;35091100;;11;35091100;ri@renovaenergia.com.br
08.560.444/0001-93;2021-01-01;3;112687;CIA CELG DE PARTICIPACOES - CELGPAR;Eduardo José dos Santos;2016-09-09;;;Avenida C, Quadra A-36, Lote 01, nº 60;Sala 16;Jardim Goiás;Goiânia;GO;Brasil;74805070;;62;36123951;;;;eduardo.js@celggt.com
08.574.411/0001-00;2021-01-01;1;105286;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;André Luiz Rosa Rezende;2018-04-26;;Endereço da Sede;Rodovia BR 459 - km 101;s/nº, Galpão 04;Loteamento Ipiranga;Pouso Alegre;MG;Brasil;37556140;;35;34491200;;35;34491200;dri@praticabr.com
08.613.550/0001-98;2021-01-01;3;113528;BRASIL BROKERS PARTICIPACOES S.A.;Andrea de Rizzio;2020-07-01;;;Avenida das Américas, 3301;bloco 3, sala 204;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22631003;;21;33433000;;21;34333065;ri@nexpe.co
08.764.621/0001-53;2021-01-01;2;106616;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Marcio Snioka;2015-05-25;;Endereço da Sede;Avenida Angélica, 2.466;24 andar - Conj. 241;Cerqueira César;São Paulo;SP;Brasil;01228200;;5511;31595100;;5511;31590122;dri@generalshopping.com.br
08.773.135/0001-00;2021-01-01;3;115504;2W Energia S.A.;Alcindo Costa Canto Neto;2021-07-28;;;Av. Roque Petroni Junior, nº 1.089;Sala 1.101;Jardim das Acácias;São Paulo;SP;Brasil;04707000;;11;39579400;;11;39579499;ri@2wenergia.com.br
08.773.191/0001-36;2021-01-01;2;112354;BRASILIANA PARTICIPAÇÕES S/A;Departamento de Relações com Investidores;2015-12-31;;;Av. das Nações Unidas, 12.495 - 12o andar;Sala Fidelização;Brooklin Novo;São Paulo;SP;Brasil;04578000;;11;41974925;;;;ri.brasilianapar@aes.com
08.795.211/0001-70;2021-01-01;1;104028;MAESTRO LOCADORA DE VEICULOS S.A.;Carlos Miguel de Oliveira Martins Borges Alves;2015-01-27;;Endereço da Sede;Av. Queiroz Filho, 1560;2º andar;Vila Hamburguesa;São Paulo;SP;Brasil;05319000;;11;47850200;;11;47852018;carlos.alves@maestrofrotas.com.br
08.797.760/0001-83;2021-01-01;2;111737;Cury Construtora e Incorporadora S.A.;Nádia Daniela dos Santos;2021-06-14;;;Rua Funchal, 411;13º andar;Vila Olimpia;São Paulo;SP;Brasil;04551060;;11;38472308;;;;marcelo.korber@cury.net
08.797.760/0001-83;2021-01-01;2;111737;Cury Construtora e Incorporadora S.A.;Nádia Daniela dos Santos;2021-06-14;;;Rua Funchal, 411;13 andar;Vila Olímpia;São Paulo;SP;Brasil;04551060;;11;31171487;;;;nadia.santos@cury.net
08.797.760/0001-83;2021-01-01;2;111737;Cury Construtora e Incorporadora S.A.;Nádia Daniela dos Santos;2021-06-14;;;Rua Funchal, 411;13 andar;Vila Olímpia;São Paulo;SP;Brasil;04551060;;11;30469696;;;;ronaldo.cury@cury.net
08.801.621/0001-86;2021-01-01;4;111578;SYN PROP & TECH S.A.;Hector Bruno Franco de Carvalho Leitão;2022-01-27;;;Avenida Brigadeiro Faria Lima, 3600;Conj. 141 e 142;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;54127600;;;;ri@syn.com.br
08.807.432/0001-10;2021-01-01;2;113872;YDUQS PARTICIPACOES S.A.;Mayte Albuquerque;2020-10-14;;;Avenida das Américas, 4.200 - Bloco 5 - 3º andar;Edifício Montreal;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;021;33119700;;021;33119722;ri@yduqs.com.br
08.810.422/0001-34;2021-01-01;2;107224;Guararapes Painéis S.A.;Fabio de Freitas Leitão Torres;2020-12-15;;Endereço da Sede;Rodovia Avelino Mandelli;Km 01, s/nº;Aeroporto;Caçador;SC;Brasil;89500000;;46;32638331;;;;ri@guararapes.com.br
08.811.643/0001-27;2021-01-01;1;105036;TRISUL S.A.;Michel Videira Christensen;2013-12-03;;Endereço da Sede;Avenida Paulista, 37;18º andar;Paraíso;São Paulo;SP;Brasil;01311902;;11;31470134;;11;31470255;ri@trisul-sa.com.br
08.827.501/0001-58;2021-01-01;1;104664;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;André Pires de Oliveira Dias;2020-10-20;;Endereço da Sede;Avenida Brigadeiro Faria Lima, n° 1663;1 andar, sl 01;Jardim Paulistano;São Paulo;SP;Brasil;01452001;;11;38188150;;11;38188150;ri@aegea.com.br
08.902.291/0001-15;2021-01-01;3;105976;CSN MINERAÇÃO S.A.;Pedro Barros Mercadante Oliva;2021-01-21;;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.400;20° andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30497238;;11;30497212;invrel@csnmineracao.com.br
08.926.302/0001-05;2021-01-01;2;103788;DOMMO ENERGIA S.A.;Gercina Bueno;2014-04-02;;Endereço da Sede;Avenida Brigadeiro Faria Lima;nº 3400, 10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291809;;11;50291920;gercina.bueno@itau-unibanco.com.br
08.935.054/0001-50;2021-01-01;2;110405;MULTINER S/A;Andre Tavares Paradizi;2021-04-21;2021-11-05;Endereço da Sede;Avenida das Nações Unidas, 12.901 - Torre Norte;35º andar;Brooklin Paulista;São Paulo;SP;Brasil;04578910;;11;43809340;;11;43809340;ri@multiner.com.br
08.935.054/0001-50;2021-01-01;2;110405;MULTINER S/A;Rodrigo Marques França;2021-11-11;;Endereço da Sede;Avenida das Nações Unidas, 12.901 - Torre Norte;35º andar;Brooklin Paulista;São Paulo;SP;Brasil;04578910;;11;43809250;;11;43809250;ri@multiner.com.br
08.937.002/0001-13;2021-01-01;1;103274;VISION SECURITIZADORA S.A.;Primo Aldrigue Junior;2009-09-09;;Endereço da Sede;Rua Hungria, 514;9º andar Conj 92;Jardim Europa;São Paulo;SP;Brasil;01455000;;011;38171600;;011;38171623;primo@visionbrazil.com
09.041.168/0001-10;2021-01-01;1;100455;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;André Luiz de Ávila Vitória;2020-07-06;;Endereço da Sede;Av. Professor Mário Werneck, nº 621, 10ª andar, BH/MG;Conjunto 02;Estoril;Belo Horizonte;MG;Brasil;30455610;;031;36158400;;;;ri@logcp.com.br
09.042.817/0001-05;2021-01-01;3;111255;BEMOBI MOBILE TECH S.A.;André Pinheiro Veloso;2021-10-01;;;Rua Correia Dias, 184;2o andar;Paraíso;São Paulo;SP;Brasil;04104000;;11;50846004;;;;ri@bemobi.com.br
09.042.817/0001-05;2021-01-01;3;111255;BEMOBI MOBILE TECH S.A.;Rodin Spielmann de Sá;2020-10-13;2021-09-30;;Rua Visconde de Ouro Preto, nº 5;10º andar;Botafogo;Rio de Janeiro;RJ;Brasil;22250180;;21;35299002;;021;;ri@bemobi.com.br
09.053.134/0001-45;2021-01-01;1;103171;Elfa Medicamentos S.A.;Michael Gordon Findlay;2020-08-07;;Endereço da Sede;Rua Leopoldo Couto de Magalhães Jnr, 758;Conj. 175;Itaim Bibi;São Paulo;SP;Brasil;04542000;;11;48902030;;;;ri@grupoelfa.com.br
09.054.385/0001-44;2021-01-01;1;103260;INBRANDS S.A.;Juliana Regina Guerra;2021-04-30;;Endereço da Sede;Avenida Maria Coelho de Aguiar nº 215;Blocos C/E e G - Pis;São Luis;São Paulo;SP;Brasil;05804900;;11;21869000;;11;21869000;ri@inbrands.com.br
09.054.385/0001-44;2021-01-01;1;103260;INBRANDS S.A.;Luis Carlos Meloni;2017-08-17;2021-04-29;Endereço da Sede;Rua Coronel Luís Barroso, 151;-;Santo Amaro;São Paulo;SP;Brasil;04750030;;11;21869000;;11;21869000;ri@inbrands.com.br
09.074.183/0001-64;2021-01-01;1;99700;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;Marcos Paulo Fernandes Pereira;2017-08-02;;Endereço da Sede;odovia Transbrasiliana (BR 153) Km 183 + 800;CP 844;Zona rural;Lins;SP;Brasil;16400972;;014;35001585;;014;35001585;ri@triunfotransbrasiliana.com.br
09.083.175/0001-84;2021-01-01;3;108852;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;Fernando Tavares Campos - Diretor de Relações com Investidores;2020-08-21;2021-09-30;Endereço da Sede;Rua Visconde de Caravelas, nº 14;2º andar;Botafogo;Rio de Janeiro;RJ;Brasil;22271022;;21;20182079;;;;ri@zoom.com.br
09.083.175/0001-84;2021-01-01;3;108852;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;José Maurício Cascão Pereira;2021-10-01;;Endereço da Sede;Rua Visconde de Caravelas, nº 14;2º andar;Botafogo;Rio de Janeiro;RJ;Brasil;22271022;;21;20182079;;;;ri@zoom.com.br
09.095.183/0001-40;2021-01-01;3;111659;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Deborah Coutinho Gil Nunes;2019-09-03;;;Praia de Botafogo, n.º 228/13º andar;Ed. Argentina;Botafogo;Rio de Janeiro;RJ;Brasil;22250906;;21;21229521;;;;deborah.nunes@energisa.com.br
09.112.685/0001-32;2021-01-01;3;112703;OSX BRASIL S.A.;Gerência de Relações com Investidores;2013-05-17;;;Rua Lauro Müller, 116, 24o andar;sala 2403-parte;Botafogo;Rio de Janeiro;RJ;Brasil;22290160;;21;32375292;;21;32375292;ri@osx.com.br
09.114.805/0001-30;2021-01-01;2;109527;Oceanpact Serviços Maritimos S.A.;Maxim Medvedovsky;2020-12-07;;Endereço da Sede;Rua da Glória, nº 122, salas 801 e 802 10º pavimento;salas 901 e 902;Glória;Rio de Janeiro;RJ;Brasil;20241180;;21;30326700;;;;ri@oceanpact.com
09.116.278/0001-01;2021-01-01;1;104964;CONPEL CIA NORDESTINA PAPEL - Em Recuperação Judicial;Luiz Cancelier;2020-08-31;;Endereço da Sede;Rodovia BR 101 km06 s/n;-;Vale do Gramame;Conde;PB;Brasil;58322000;;083;30482300;;083;30482325;jackson.dias@conpel.com.br
09.146.451/0001-06;2021-01-01;4;115696;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Rodrigo Nabarro;2021-05-05;;;Rua João Lourenço 432;Sala 30;Vila Nova Conceição;São Paulo;SP;Brasil;04508030;;11;30468499;;;;ri@grupokallas.com.br
09.149.503/0001-06;2021-01-01;3;112791;OMEGA GERAÇÃO S.A.;Andrea Sztajn;2019-01-31;;;Rua Elvira Ferraz, nº 68;12 andar,cj 123 124;Vila Olímpia;São Paulo;SP;Brasil;04552040;;11;32549810;;31;25133533;rigeracao@omegageracao.com.br
09.229.201/0001-30;2021-01-01;3;112237;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Maria Elsa Alba Bernhoeft;2021-02-19;;;Av. Miguel Frias e Vasconcelos, nº 1215;2º andar;Jaguaré;São Paulo;SP;Brasil;05345000;;11;21978888;;;;marita.bernhoeft@gpssa.com.br
09.257.877/0001-37;2021-01-01;1;100285;FERROVIA NORTE SUL S/A;Ariadna Goncalves;2021-01-01;;Endereço da Sede;Rua Helena 235;5° andar;Vila Olímpia;São Paulo;SP;Brasil;04552050;;031;32796358;;031;32795709;L-RI-FCA@VLI-LOGISTICA.COM.BR
09.257.877/0001-37;2021-01-01;1;100285;FERROVIA NORTE SUL S/A;Thiago Bonadies;2019-11-01;2020-11-18;Endereço da Sede;Rua Helena;235, 5° andar;Vila Olímpia;São Paulo;SP;Brasil;04552050;;011;51122564;;031;32795709;L-RI-FCA@VLI-LOGISTICA.COM.BR
09.267.996/0001-70;2021-01-01;2;106359;Yuny Incorporadora Holding S.A.;Paula Oliveira;2020-08-06;;Endereço da Sede;Avenida Juscelino Kubitschek, 2041;Torre D, 9° Andar;Vila Nova Conceição;São Paulo;SP;Brasil;04543011;;11;30184000;;;;ri@yuny.com.br
09.288.252/0001-32;2021-01-01;1;105412;ANIMA HOLDING S.A.;Marina Oehling Gelman;2018-10-19;;Endereço da Sede;Rua Harmonia, 1250;9° andar;Sumarezinho;São Paulo;SP;Brasil;05435001;;11;43022611;;11;43022680;ri@animaeducacao.com.br
09.295.063/0001-97;2021-01-01;2;106968;TECHNOS S.A.;Daniela de Campos Pires Denne;2019-12-07;;Endereço da Sede;Avenida das Américas, nº 4200, 6º pavimento;Bloco 05;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;21;21318950;;21;21318954;ri@grupotechnos.com.br
09.305.994/0001-29;2021-01-01;1;105945;AZUL S.A.;Alexandre Wagner Malfitani;2017-07-24;;Endereço da Sede;Avenida Marcos Penteado de Ulhôa Rodrigues 939;8º andar;Tamboré;Barueri;SP;Brasil;06460040;;11;48312880;;11;41349890;invest@voeazul.com.br
09.313.969/0001-97;2021-01-01;3;102710;AUTOPISTA LITORAL SUL;TATIANA SALGADO;2015-09-14;;Endereço da Sede;Av. Pres. Juscelino Kubitschek, 1455;9º andar;Vila Nova Conceição;São Paulo;SP;Brasil;04543011;;11;30742404;;11;30742405;ri@arteris.com.br
09.324.949/0001-11;2021-01-01;2;102676;AUTOPISTA FLUMINENSE SA;Tatiana Pinho Ribeiro Salgado;2015-09-14;;Endereço da Sede;Avenida Jucelino Kubitschek, 510;12º Andar;Itaim Bibi;São Paulo;SP;Brasil;04543906;;11;30742404;;11;30742405;ri@arteris.com.br
09.325.109/0001-73;2021-01-01;2;104024;AUTOPISTA PLANALTO SUL SA;Tatiana Pinho Ribeiro Salgado;2015-09-14;;Endereço da Sede;Av. Pres. Juscelino Kubitschek, nº 1830, T I;5 e 6º and;Itaim Bibi;São Paulo;SP;Brasil;04543900;;11;48311076;;11;48312880;tatiana.salgado@arteris.com.br
09.326.342/0001-70;2021-01-01;4;118312;AUTOPISTA FERNÃO DIAS SA;Tatiana Salgado;2015-09-14;;;Av. Pres. Juscelino Kubitschek, 1455, 9º Andar;Prédio;Vila Nova Conceição;São Paulo;SP;Brasil;04543011;;5511;30742404;;5511;30742405;ri@arteris.com.br
