CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Especie_Acao;Classe_Acao_Preferencial;Percentual_Tag_Along;Direito_Dividendo;Direito_Voto;Conversibilidade;Descricao_Voto_Restrito;Condicao_Conversibilidade_Efeito_Capital_Social;Direito_Reembolso_Capital;Restricao_Circulacao;Caracteristicas_Reembolso_Capital;Descricao_Restricao_Circulacao;Resgatavel;Hipotese_Resgate_Formula_Calculo;Condicao_Alteracao_Direitos;Outras_Caracteristicas_Relevantes
38.126.888/0001-86;2021-01-01;3;125328;RIO ENERGY PARTICIPAÇÕES S.A.;Ordinária;;100.000000;Direito ao dividendo obrigatório, em cada exercício social, equivalente a 25,0% do lucro líquido ajustado nos termos do artigo 202 da Lei das Sociedades por Ações.;Pleno;N;;;S;N;No caso de liquidação da Companhia, após pagar todas as suas obrigações, os acionistas receberão os pagamentos relativos ao reembolso do capital investido na proporção de suas respectivas participações no capital social. Qualquer acionista dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se do quadro acionário, mediante o reembolso do valor de suas ações, com base no valor patrimonial, nos termos do artigo 45 da Lei das Sociedades por Ações, desde que ocorra qualquer uma das hipóteses expressamente previstas nos incisos I a VI e IX do artigo 136 na Lei das Sociedades por Ações. O direito de retirada deverá ser exercido no prazo de 30 dias, contados da publicação da ata da assembleia geral que tiver aprovado o ato que deu origem ao recesso, nos termos do artigo 137, IV da Lei das Sociedades por Ações.;;;;Pela Lei das Sociedades por Ações, nem o estatuto social da Companhia, nem as deliberações adotadas pelos acionistas em Assembleia Geral da Companhia podem privar seus acionistas dos seguintes direitos: (i) direito a participar da distribuição dos lucros (ii) direito a participar, na proporção da sua participação no capital social, da distribuição de quaisquer ativos remanescentes na hipótese de liquidação da Companhia (iii) direito de preferência na subscrição de ações, debêntures conversíveis em ações ou bônus de subscrição, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações (iv) direito de fiscalizar, na forma prevista ne Lei das Sociedades por Ações, a gestão dos negócios sociais (v) o direito de votar nas assembleias gerais e (vi) direito a retirar-se da Companhia, nos casos previstos na Lei das Sociedades por Ações.;Não aplicável
38.199.406/0001-18;2021-01-01;2;103151;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Ordinária;;100.000000;De acordo com a Lei nº 6.404, de 15 de dezembro de 1976, conforme alterada ("Lei das Sociedades por Ações") e com o Estatuto Social da Companhia ("Estatuto Social") é assegurado aos acionistas o direito ao dividendo anual de, pelo menos, 25% (vinte e cinco por cento) do lucro líquido do exercício, nos termos do Art. 202 da Lei das Sociedades por Ações. Para mais informações vide item 18.12 deste Formulário de Referência;Pleno;N;;;S;N;Direito de Retirada: O direito a reembolso de capital em caso de dissidência do acionista em relação a decisões da Assembleia Geral dá-se nos termos do art. 45 da Lei das Sociedades por Ações, mediante o reembolso do valor de suas ações, com base no valor patrimonial. Direito de Resgate: De acordo com o art. 44, § 6º da Lei das Sociedades por Ações, as ações da Companhia podem ser resgatadas mediante determinação de seus acionistas em assembleia geral extraordinária, representando no mínimo 50% das ações da Companhia. O resgate poderá ser pago com os lucros, as reservas de lucro ou reservas de capital da Companhia.;;;;De acordo com a Lei das Sociedades por Ações, nem o estatuto social, tampouco as deliberações adotadas pelos acionistas em Assembleias Gerais de sociedade por ações podem privar os acionistas dos seguintes direitos: (i) direito a participar da distribuição dos lucros (ii) direito a participar, na proporção da sua participação no capital social, da distribuição de quaisquer ativos remanescentes na hipótese de liquidação da Companhia (iii) direito de preferência na subscrição de ações, debêntures conversíveis em ações ou bônus de subscrição, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações. (iv) direito de fiscalizar, na forma prevista na Lei das S.A., a gestão dos negócios sociais (v) direito de votar nas assembleias gerais e (vi) direito a retirar-se da Companhia, nos casos previstos na Lei das Sociedades por Ações.;Não aplicável
38.307.135/0001-77;2021-01-01;10;115383;G2D INVESTMENTS, LTD.;Ordinária;;100.000000;As ações ordinárias Classe A farão jus aos dividendos declarados pelo Conselho de Administração, os quais serão pagos proporcionalmente ao número de ações detidas por cada acionista, em igualdade de condições com as ações ordinárias Classe B. Note-se que as ações da Companhia não fazem jus a um dividendo mínimo obrigatório, na forma do art. 202 da Lei 6.404/76. Os dividendos poderão ser pagos em dinheiro ou in natura, hipótese em que o Conselho de Administração fixará o valor dos bens a serem pagos como dividendos. Os BDRs da Companhia estarão lastreados em ações ordinárias Classe A.;Restrito;N;As ações ordinárias Classe A da Companhia possuem direito de voto restrito, conforme descrito no item 18.12.;;N;N;;;;;Na hipótese de revogação, alteração ou aditamento dos artigos 2.1, 4.2, 11.7, 15, 35, 39, 40, 41, 74 ou 76 do Estatuto Social, ou inclusão de qualquer nova disposição que possa afetar, alterar ou mudar os direitos dos titulares das ações ordinárias Classe A, será necessário o voto favorável da maioria dos titulares das ações ordinárias Classe A, reunidos em assembleia geral, votando como uma única classe. Adicionalmente, o Estatuto Social ainda prevê, como regra geral, que os direitos atribuídos a uma classe de ações somente poderão ser alterados mediante (i) consentimento escrito de titulares representando, ao menos, 3/4 das ações da respectiva classe ou (ii) mediante deliberação majoritária, tomada em assembleia geral em separdo dos titulares de ações da respectiva classe de ações, sujeito ao quórum de instalação de, ao menos, dois acionistas representando 1/3 das ações da respectiva classe. Os BDRs da Companhia estarão lastreados em ações ordinárias Classe A.;As informações descritas nesta tabela são aplicáveis às ações ordinárias Classe A.Os BDRs da Companhia estarão lastreados em ações ordinárias Classe A.Para maiores informações, vide informações complementares constantes da Seção 18.12.
38.307.135/0001-77;2021-01-01;10;115383;G2D INVESTMENTS, LTD.;Ordinária;;100.000000;As ações ordinárias Classe B farão jus aos dividendos declarados pelo conselho de administração, os quais serão pagos proporcionalmente ao número de ações detidas por cada acionista, em igualdade de condições com as ações ordinárias Classe A. Note-se que as ações da Companhia não fazem jus a um dividendo mínimo obrigatório, na forma do art. 202 da Lei 6.404/76. Os dividendos poderão ser pagos em dinheiro ou in natura, hipótese em que o Conselho de Administração fixará o valor dos bens a serem pagos como dividendos.;Pleno;S;;As ações ordinárias Classe B da Companhia serão livremente conversíveis em ações ordinárias Classe A, na razão de uma ação ordinária Classe B para uma ação ordinária Classe A.;N;N;;;;;O Estatuto Social ainda prevê, como regra geral, que os direitos atribuídos a uma classe de ações somente poderão ser alterados mediante (i) consentimento escrito de titulares representando, ao menos, 3/4 das ações da respectiva classe ou (ii) mediante deliberação majoritária, tomada em assembleia geral em separdo dos titulares de ações da respectiva classe de ações, sujeito ao quórum de instalação de, ao menos, dois acionistas representando 1/3 das ações da respectiva classe.;As informações descritas nesta tabela são aplicáveis às ações ordinárias Classe B.
38.456.921/0001-36;2021-01-01;20;115576;INFRACOMMERCE CXAAS S.A.;Ordinária;;100.000000;Aos acionistas é assegurado o direito ao recebimento de um dividendo obrigatório (distribuídos aos acionistas de forma proporcional) em um montante igual a no mínimo 25% (vinte e cinco por cento) dos lucros líquidos da Companhia, após a dedução dos montantes mencionados no Artigo 202, I da Lei 6.404/76;Pleno;N;;;S;N;Observado o disposto no artigo 45 da Lei das Sociedades por Ações, o valor do reembolso a ser pago aos acionistas dissidentes terá por base o valor patrimonial, constante do último balanço aprovado pela Assembleia Geral.;;;;Competência privativa da Assembleia Geral da Companhia para deliberação que altera os dispositivos do Estatuto Social.;A Companhia pleiteou a listagem de suas ações ordinárias no segmento especial de governança corporativa da B3 denominado Novo Mercado.
39.346.861/0350-38;2021-01-01;3;112234;CENCOSUD BRASIL COMERCIAL S.A.;Ordinária;;100.000000;Aos acionistas da Companhia é assegurado o direito ao recebimento de um dividendo obrigatório anual não inferior a 25% do lucro líquido do exercício, diminuído ou acrescido dos seguintes valores: (i) importância destinada à constituição de reserva legal e (ii) importância destinada à formação de reserva para contingências e reversão das mesmas reservas formadas em exercícios anteriores. O pagamento do dividendo obrigatório poderá ser limitado ao montante do lucro líquido realizado, nos termos da lei.;Pleno;N;;;S;N;Observado o disposto no artigo 45 da Lei das Sociedades por Ações, o valor do reembolso a ser pago aos acionistas dissidentes terá por base o valor patrimonial, constante do último balanço aprovado pela Assembleia Geral.;;S;Competência da Assembleia Geral da Companhia que deverá determinar a fórmula de cálculo do valor de resgate.;Competência privativa da Assembleia Geral da Companhia para deliberação que altera os dispositivos do Estatuto Social.;A Companhia solicitou a admissão de suas ações à negociação no segmento do Novo Mercado da B3.De acordo com o Regulamento do Novo Mercado, a saída voluntária do Novo Mercado somente será deferida pela B3 caso seja precedida de oferta pública de aquisição de ações ("OPA") realizada dentro do previsto na regulamentação editada pela CVM sobre OPAs para cancelamento de registro de companhia aberta. A realização da OPA pode ser dispensada por meio de aprovação em assembleia geral. A OPA deve possuir preço justo, baseado em laudo de avaliação, na forma estabelecida pela legislação societária. Além disso, os acionistas titulares de mais de 1/3 (um terço) das ações em circulação deverão aceitar a OPA ou concordar expressamente com a saída do segmento sem efetuar a venda das ações.
39.393.829/0001-37;2021-01-01;4;110721;HLASA PARTICIPAÇÕES S.A.;Ordinária;;80.000000;De acordo com a Lei nº 6.404, de 15 de dezembro de 1976, conforme alterada ("Lei das Sociedades por Ações") e com o estatuto social da Companhia, é assegurado aos acionistas o direito ao recebimento de dividendo obrigatório anual não inferior a 25% do lucro líquido apurado nas demonstrações financeiras da Companhia, diminuído ou acrescido dos seguintes valores: (i) importância destinada à constituição de reserva legal e (ii) importância destinada à formação de reserva para contingências e reversão das mesmas reservas formadas em exercícios anteriores.;Pleno;N;;;S;N;As ações ordinárias farão jus ao reembolso do capital no caso em que os acionistas que dissentirem de certas deliberações tomadas em assembleia geral exercerem seus direitos de retirada, nos termos do artigo 137 da Lei das Sociedades por Ações, com base no seu valor patrimonial, constante do último balanço aprovado pela Assembleia Geral.;;;;De acordo com a Lei das Sociedades por Ações, nem o nosso Estatuto Social, tampouco as deliberações adotadas por nossos acionistas em Assembleias Gerais podem privar os nossos acionistas dos seguintes direitos: (i) participar dos lucros sociais, (ii) participar do acervo, em caso de liquidação (iii) fiscalizar a gestão, nos termos da Lei das Sociedades por Ações (iv) preferência para a subscrição de ações, debêntures conversíveis em ações e bônus de subscrição de emissão da Companhia, observadas as condições previstas na Lei das Sociedades por Ações e (v) retirar-se do quadro de acionistas da Companhia nos casos previstos na Lei das Sociedades por Ações.;Nos casos mencionados no Artigo 172, da Lei nº 6.404/76, a Companhia, por deliberação do Conselho de Administração, poderá emitir ações, debêntures conversíveis em ações e bônus de subscrição concedendo direito de preferência aos acionistas. (Art. 5º, § 5º do Estatuto Social).
40.159.947/0001-64;2021-01-01;9;110983;HMOBI PARTICIPAÇÕES S.A.;Ordinária;;80.000000;De acordo com a Lei nº 6.404, de 15 de dezembro de 1976, conforme alterada ("Lei das Sociedades por Ações") e com o estatuto social da Companhia, é assegurado aos acionistas o direito ao recebimento de dividendo obrigatório anual não inferior a 25% do lucro líquido apurado nas demonstrações financeiras da Companhia, diminuído ou acrescido dos seguintes valores: (i) importância destinada à constituição de reserva legal e (ii) importância destinada à formação de reserva para contingências e reversão das mesmas reservas formadas em exercícios anteriores.;Pleno;N;;;S;N;As ações ordinárias farão jus ao reembolso do capital no caso em que os acionistas que dissentirem de certas deliberações tomadas em assembleia geral exercerem seus direitos de retirada, nos termos do artigo 137 da Lei das Sociedades por Ações, com base no seu valor patrimonial, constante do último balanço aprovado pela Assembleia Geral.;;;;De acordo com a Lei das Sociedades por Ações, nem o nosso Estatuto Social, tampouco as deliberações adotadas por nossos acionistas em Assembleias Gerais podem privar os nossos acionistas dos seguintes direitos: (i) participar dos lucros sociais, (ii) participar do acervo, em caso de liquidação (iii) fiscalizar a gestão, nos termos da Lei das Sociedades por Ações (iv) preferência para a subscrição de ações, debêntures conversíveis em ações e bônus de subscrição de emissão da Companhia, observadas as condições previstas na Lei das Sociedades por Ações e (v) retirar-se do quadro de acionistas da Companhia nos casos previstos na Lei das Sociedades por Ações.;Nos casos mencionados no Artigo 172, da Lei das Sociedades por Ações, a Companhia, por deliberação do Conselho de Administração, poderá emitir ações, debêntures conversíveis em ações e bônus de subscrição concedendo direito de preferência aos acionistas. (Art. 5º, § 5º do Estatuto Social).
40.159.947/0001-64;2021-01-01;9;110983;HMOBI PARTICIPAÇÕES S.A.;Preferencial;;0.000000;De acordo com a Lei das Sociedades por Ações e com o estatuto social da Companhia, é assegurado aos acionistas o direito ao recebimento de dividendo obrigatório anual não inferior a 25% do lucro líquido apurado nas demonstrações financeiras da Companhia, diminuído ou acrescido dos seguintes valores: (i) importância destinada à constituição de reserva legal e (ii) importância destinada à formação de reserva para contingências e reversão das mesmas reservas formadas em exercícios anteriores.;Sem Direito;N;;;S;N;As ações preferenciais farão jus ao reembolso do capital no caso em que os acionistas que dissentirem de certas deliberações tomadas em assembleia geral exercerem seus direitos de retirada, nos termos do artigo 137 da Lei das Sociedades por Ações, com base no seu valor patrimonial, constante do último balanço aprovado pela Assembleia Geral.;;;;De acordo com a Lei das Sociedades por Ações, nem o nosso Estatuto Social, tampouco as deliberações adotadas por nossos acionistas em Assembleias Gerais podem privar os nossos acionistas dos seguintes direitos: (i) participar dos lucros sociais, (ii) participar do acervo, em caso de liquidação (iii) fiscalizar a gestão, nos termos da Lei das Sociedades por Ações (iv) preferência para a subscrição de ações, debêntures conversíveis em ações e bônus de subscrição de emissão da Companhia, observadas as condições previstas na Lei das Sociedades por Ações e (v) retirar-se do quadro de acionistas da Companhia nos casos previstos na Lei das Sociedades por Ações.;Nos casos mencionados no Artigo 172, da Lei das Sociedades por Ações, a Companhia, por deliberação do Conselho de Administração, poderá emitir ações, debêntures conversíveis em ações e bônus de subscrição concedendo direito de preferência aos acionistas. (Art. 5º, § 5º do Estatuto Social). Outrossim, ações preferenciais possuem as seguintes preferências em relação às ordinárias: (a) prioridade no reembolso do capital exclusivamente em caso de liquidação da Companhia, até o valor do patrimônio líquido das respectivas ações apurado no balanço patrimonial a ser levantado pelo liquidante (b) o direito de serem incluídas na oferta pública de alienação de controle, nas condições previstas no art. 254-A da Lei das Sociedades por Ações e (c) o direito de participar das distribuições de dividendo, em igualdade de condições com as ações ordinárias.
40.337.136/0001-06;2021-01-01;8;114336;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;Ordinária;;100.000000;Aos acionistas é assegurado o direito ao recebimento de um dividendo obrigatório anual não inferior a 25% do lucro líquido do exercício, ajustado na forma prevista no Artigo 202 da Lei das Sociedades por Ações.;Pleno;N;;;S;N;Observado o disposto no artigo 45 da Lei das Sociedades por Ações, o valor do reembolso a ser pago aos acionistas dissidentes terá por base o valor patrimonial, constante do último balanço aprovado pela Assembleia Geral.;;S;Deliberação da Assembleia Geral da Companhia que deverá determinar a fórmula de cálculo do valor de resgate.;Não há previsão no Estatuto da Companhia sobre alteração dos direitos assegurados pelos valores mobiliários. As alterações dos direitos assegurados às ações ordinárias estão sujeitas à aprovação da Assembleia Geral da Companhia, com observância dos quóruns e condições previstos pela Lei 6.404/76.;A Companhia pleiteou a listagem de suas ações ordinárias no segmento especial de governança corporativa da B3 denominado Novo Mercado.
40.446.476/0001-75;2021-01-01;2;106621;PLAYBANCO SECURITIZADORA S.A.;;;0.000000;Item facultativo nos termos da Instrução CVM nº 480/09.;;;;;;;;;;;;
40.760.921/0001-77;2021-01-01;2;106313;HUMAITA SECURITIZADORA S/A;Ordinária;;0.000000;Este Item deixa de ser apresentado pelo fato de se referir a campos facultativos para o emissor registrado na categoria "B", não havendo comentários específicos a serem apresentados.;;;;;;;;;;;Este Item deixa de ser apresentado pelo fato de se referir a campos facultativos para o emissor registrado na categoria "B", não havendo comentários específicos a serem apresentados.;Este Item deixa de ser apresentado pelo fato de se referir a campos facultativos para o emissor registrado na categoria "B", não havendo comentários específicos a serem apresentados.
40.885.785/0001-41;2021-03-31;2;110193;CIA. SECURITIZADORA DE CRED. FIN. VERT-UME;Ordinária;;0.000000;Item Facultativo conforme a ICVM 480.;Sem Direito;N;;;N;N;;;;;Item Facultativo conforme a ICVM 480.;Item Facultativo conforme a ICVM 480.
40.997.635/0001-20;2021-01-01;2;108854;PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;;;0.000000;;;;;;;;;;;;Em atendimento a esta exigência, justificamos que a informação solicitada no quadro 18.1 é facultativa para companhias abertas registradas na categoria B.;Em atendimento a esta exigência, justificamos que a informação solicitada no quadro 18.1 é facultativa para companhias abertas registradas na categoria B.
40.997.635/0001-20;2021-01-01;2;108854;PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;Ordinária;;0.000000;Em atendimento a esta exigência, justificamos que a informação solicitada no quadro 18.1 é facultativa para companhias abertas registradas na categoria B.;Sem Direito;N;;;N;N;;;;;;
41.096.674/0001-19;2021-01-01;2;112750;CANTU STORE S.A.;Ordinária;;100.000000;Direito a dividendo obrigatório de, pelo menos, 25% (vinte e cinco por cento) do lucro líquido do exercício (a) diminuído da importância destinada à reserva legal e (b) diminuído ou acrescido, respectivamente, dos valores alocados para reserva para contingências ou revertidos de tal reserva.;Pleno;N;;;S;N;Observado o disposto no artigo 45 da Lei das Sociedades por Ações, o valor do reembolso a ser pago aos acionistas dissidentes terá por base o valor patrimonial, constante do último balanço aprovado pela Assembleia Geral.;;S;Deliberação da Assembleia Geral da Companhia que deverá determinar a fórmula de cálculo do valor de resgate.;Competência privativa da Assembleia Geral da Companhia para deliberação que altera os dispositivos do Estatuto Social, nos termos do artigo 10, "I" do Estatuto Social da Companhia.;A Companhia solicitou a admissão de suas ações à negociação no segmento do Novo Mercado da B3, o qual dependerá inclusive da efetivação de uma oferta pública de ações de sua emissão.
41.335.131/0001-07;2021-04-01;2;110302;MOTTU I S.A;Ordinária;;0.000000;Item facultativo nos termos da Instrução CVM nº 480/09.;Restrito;N;Item facultativo nos termos da Instrução CVM nº 480/09.;;N;N;;;;;Item facultativo nos termos da Instrução CVM nº 480/09.;Item facultativo nos termos da Instrução CVM nº 480/09.
41.508.382/0001-46;2021-07-01;3;113876;RODOVIAS DO BRASIL HOLDING S.A.;Ordinária;;0.000000;N/A;Pleno;;;;;;;;;;N/A;Conforme o anexo 24 da Instrução CVM 480, o preenchimento deste item é facultativo para as companhias abertas categoria "b".
41.811.375/0001-19;2021-03-31;1;106126;CANAL COMPANHIA DE SECURITIZAÇÃO;Ordinária;;0.000000;Item facultativo nos termos da Instrução CVM nº 480, de 07 de dezembro de 2009, conforme alterada.;Pleno;N;;;N;S;;Item facultativo nos termos da Instrução CVM nº 480, de 07 de dezembro de 2009, conforme alterada.;;;Item facultativo nos termos da Instrução CVM nº 480, de 07 de dezembro de 2009, conforme alterada.;Item facultativo nos termos da Instrução CVM nº 480, de 07 de dezembro de 2009, conforme alterada.
41.811.375/0001-19;2021-06-01;7;118222;CANAL COMPANHIA DE SECURITIZAÇÃO;Ordinária;;0.000000;Item facultativo nos termos da Instrução CVM nº 480, de 07 de dezembro de 2009, conforme alterada.;Pleno;N;;;N;S;;Item facultativo nos termos da Instrução CVM nº 480, de 07 de dezembro de 2009, conforme alterada.;;;Item facultativo nos termos da Instrução CVM nº 480, de 07 de dezembro de 2009, conforme alterada.;Item facultativo nos termos da Instrução CVM nº 480, de 07 de dezembro de 2009, conforme alterada.
42.150.391/0001-70;2021-01-01;10;114838;BRASKEM S.A.;Ordinária;;100.000000;Os acionistas da Companhia terão direito de receber um dividendo obrigatório correspondente a 25% do lucro líquido do exercício, apurado ao final de cada exercício, nos termos da Lei das Sociedades por Ações e do estatuto social, observadas as preferências a seguir descritas. As ações ordinárias somente terão direito a dividendo se, após o pagamento do dividendo mínimo para os titulares das ações preferenciais, houver sobras. Neste caso, será assegurado aos titulares de ações ordinárias o dividendo de 6% sobre o valor unitário das respectivas ações ordinárias (obtido mediante a divisão do valor do capital social pelo total de ações em circulação). Caso haja sobras após o pagamento dos dividendos das ações preferenciais e os dividendos das ações ordinárias, os titulares das ações preferenciais classe A concorrerão em igualdade de condições com os titulares das ações ordinárias na distribuição do lucro remanescente.;Pleno;N;;;S;S;Qualquer um dos acionistas da Companhia dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se da Companhia, mediante o reembolso do valor de suas ações calculado com base no valor patrimonial, nos termos do art. 45 da LSA, após a prioridade das ações preferenciais classe A e B, conforme disposto no art. 9, "e" do ES. De acordo com a LSA, o direito de retirada poderá ser exercido, dentre outras, nas seguintes circunstancias: (i) Cisão da Companhia (situação especificas, conforme descritas no parágrafo abaixo) (ii) Redução do dividendo mínimo obrigatório (ii) Mudança do objeto social (iii) Fusão ou incorporação em outra sociedade (situações especificas, conforme descritas no parágrafo abaixo) (iv) Participação da Companhia em um grupo de sociedades (conforme definido na LSA, exceto no caso de nossas ações possuírem dispersão e liquidez, conforme especificado a seguir) e (v) Incorporação de ações envolvendo a Companhia nos termos do art. 252 da LSA.;Há restrições à circulação de ações da Companhia pactuadas sob acordos de acionistas da Companhia, conforme item 15.5.;;;Pela Lei das Sociedades por Ações, nem o estatuto social da Companhia, nem as deliberações adotadas pelos acionistas em Assembleia Geral da Companhia podem privar seus acionistas dos seguintes direitos: (i) direito a participar da distribuição dos lucros (ii) direito a participar, na proporção da sua participação no capital social, da distribuição de quaisquer ativos remanescentes na hipótese de liquidação da Companhia (iii) direito de preferência na subscrição de ações, debêntures conversíveis em ações ou bônus de subscrição, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações (iv) direito de fiscalizar, na forma prevista na Lei das Sociedades por Ações, a gestão dos negócios sociais (v) o direito de votar nas assembleias gerais e (vi) direito a retirar-se da Companhia, nos casos previstos na Lei das Sociedades por Ações.;Não aplicável.
42.150.391/0001-70;2021-01-01;10;114838;BRASKEM S.A.;Preferencial;Preferencial Classe A;100.000000;Os acionistas titulares de ações preferenciais classes A terão prioridade na distribuição, em igualdade de condições, a cada exercício, de um dividendo mínimo, não cumulativo, no valor correspondente a 6% do valor unitário de suas ações, obtido mediante a divisão do valor do capital social pelo total de ações em circulação. Qualquer valor que seja pago a título de referido dividendo mínimo será descontado do valor de dividendo obrigatório. Após o pagamento dos dividendos das ações preferenciais e os dividendos das ações ordinárias, caso haja sobras, os titulares das ações preferenciais classe A concorrerão em igualdade de condições com os titulares das ações ordinárias na distribuição do lucro remanescente.;Restrito;S;(i) Eleição em separado de 1 membro do Conselho Fiscal e um membro do Conselho de Administração, respeitados as limitações da Lei das Sociedades por Ações (ii) nos casos do artigo 136, parágrafo 1º e parágrafo 3º da Lei das Sociedades por Ações, considerando a dispensa do artigo 4º, parágrafo 2º do Estatuto Social da Companhia (iii) pedido de novo avaliador nos termos do artigo 4º A da Lei das Sociedades por Ações e artigo 23 e seguintes da ICVM 361.;A conversão de ações preferenciais classe A em ações ordinárias poderá ser autorizada pela Assembleia Geral, mediante deliberação da maioria do capital votante da Companhia, devendo, entretanto fixar: (i) o montante das ações a serem convertidas (ii) a relação de troca a ser aplicada na conversão e (iii) o momento em que se dará a conversão de ações.;S;S;Após a prioridade das ações preferenciais classe A e B, conforme disposto no art. 9, "e" do ES, qualquer um dos acionistas da Companhia dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se da Companhia, mediante o reembolso do valor de suas ações calculado com base no valor patrimonial, nos termos do art. 45 da LSA por Ações. De acordo com a LSA, o direito de retirada poderá ser exercido, dentre outras, nas seguintes circunstancias: (i) Cisão da Companhia (situação especificas, conforme descritas no parágrafo abaixo) (ii) Redução do dividendo mínimo obrigatório (ii) Mudança do objeto social (iii) Fusão ou incorporação em outra sociedade (situações especificas, conforme descritas no parágrafo abaixo) (iv) Participação da Companhia em um grupo de sociedades (conforme definido na LSA, exceto no caso de nossas ações possuírem dispersão e liquidez, conforme especificado a seguir) e (v) Incorporação de ações envolvendo a Companhia nos termos do art. 252 da LSA;Há restrições à circulação de ações da Companhia pactuadas sob acordos de acionistas da Companhia, conforme item 15.5.;;;Excetuada a hipótese em que houver emissão de ações ordinárias, ou ainda de outros valores mobiliários conversíveis em ações ordinárias, poderá ser excluído, pelo Conselho de Administração ou pela Assembleia Geral, conforme o caso, o direito de preferência em quaisquer emissões de ações, debêntures e bônus de subscrição ou outros valores mobiliários, cuja colocação seja feita mediante venda em bolsa de valores, subscrição pública ou permuta por ações em oferta pública de aquisição de controle, conforme previsto na lei.;Somente as ações ordinárias e preferenciais classe A participarão na distribuição, pela Companhia, de ações resultantes de incorporação de reservas ao capital social.
42.150.391/0001-70;2021-01-01;10;114838;BRASKEM S.A.;Preferencial;Preferencial Classe B;100.000000;Os acionistas titulares de ações preferenciais classe B terão prioridade na distribuição, em igualdade de condições, a cada exercício, de um dividendo mínimo, não cumulativo, no valor correspondente a 6% do valor unitário de suas ações, obtido mediante a divisão do valor do capital social pelo total de ações em circulação. Qualquer valor que seja pago a título de referido dividendo mínimo será descontado do valor de dividendo obrigatório. Após o pagamento dos dividendos das ações preferenciais e os dividendos das ações ordinárias, caso haja sobras, os titulares das ações preferenciais classe A concorrerão em igualdade de condições com os titulares das ações ordinárias na distribuição do lucro remanescente. Os titulares das ações preferenciais classe B não participarão da distribuição de referidos lucros remanescentes.;Restrito;S;(i) Eleição em separado de 1 membro do Conselho Fiscal e um membro do Conselho de Administração, respeitados as limitações da Lei das Sociedades por Ações (ii) nos casos do artigo 136, parágrafo 1º e parágrafo 3º da Lei das Sociedades por Ações, considerando a dispensa do artigo 4º, parágrafo 2º do Estatuto Social da Companhia (iii) pedido de novo avaliador nos termos do artigo 4º A da Lei das Sociedades por Ações e artigo 23 e seguintes da ICVM 361.;As ações preferenciais classe B, uma vez esgotado o prazo de restrição à transferência previsto na legislação especial (Decreto-Lei n° 1.376, de 12 de dezembro de 1974), poderão a qualquer tempo ser convertidas em ações preferenciais classe A, mediante solicitação por escrito à Companhia, na razão de 2 (duas) ações preferenciais classe B para uma ação preferencial classe A.;S;S;Após a prioridade das ações preferenciais classe A e B, conforme disposto no art. 9, "e" do ES, qualquer um dos acionistas da Companhia dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se da Companhia, mediante o reembolso do valor de suas ações calculado com base no valor patrimonial, nos termos do art. 45 da LSA. De acordo com a LSA, o direito de retirada poderá ser exercido, dentre outras, nas seguintes circunstancias: (i) Cisão da Companhia (situação especificas, conforme descritas no parágrafo abaixo) (ii) Redução do dividendo mínimo obrigatório (ii) Mudança do objeto social (iii) Fusão ou incorporação em outra sociedade (situações especificas, conforme descritas no parágrafo abaixo) (iv) Participação da Companhia em um grupo de sociedades (conforme definido na LSA, exceto no caso de nossas ações possuírem dispersão e liquidez, conforme especificado a seguir) e (v) Incorporação de ações envolvendo a Companhia nos termos do art. 252 da LSA.;O parágrafo único do artigo 5° do Estatuto Social da Companhia estabelece que as ações preferenciais classe B integralizadas com recursos provenientes do Fundo de Investimentos do Nordeste - FINOR, criado pelo Decreto-Lei no 1.376, de 12 de dezembro de 1974, são intransferíveis pelo prazo de quatro anos a partir da data em que forem permutadas por aquele Fundo com investidores, de acordo com o artigo 19 do Decreto-Lei n° 1.376/74, ressalvada a hipótese de sua permuta com as pessoas físicas a que se refere o parágrafo único do artigo 3° do referido Decreto-Lei. Ademais, há restrições à circulação de ações da Companhia pactuadas sob acordos de acionistas da Companhia, conforme item 15.5.;;;Excetuada a hipótese em que houver emissão de ações ordinárias, ou ainda de outros valores mobiliários conversíveis em ações ordinárias, poderá ser excluído, pelo Conselho de Administração ou pela Assembleia Geral, conforme o caso, o direito de preferência em quaisquer emissões de ações, debêntures e bônus de subscrição ou outros valores mobiliários, cuja colocação seja feita mediante venda em bolsa de valores, subscrição pública ou permuta por ações em oferta pública de aquisição de controle, conforme previsto na lei.;Somente as ações ordinárias e preferenciais classe A participarão na distribuição, pela Companhia, de ações resultantes de incorporação de reservas ao capital social.
